一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 統 計 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第一區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
,,,,"N25'01'20.3""",,,,,,,西,4.3,1.9,0.9,"1,738 ","15,304 ","1,962 ","1,448 ",13 ,9 ,0 ,0 ,492 ,,,,39 ,46 ,"(平日)自行車車輛數(輛/日)：21
(假日)自行車車輛數(輛/日)：19"
,,,,,,合計,,,29.8,,,,,," 42,371 "," 243,018 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-48,魚桀魚坑橋,9K+100,"E121'47'43.2""",台2丁線,基隆市市界~瑞濱,2K+832~12K+689,平原區,9.9,15.1,東,3.7,0.00,3.7,"5,819 ","67,360 ","6,804 ","3,470 ",223 ,143 ,1 ,52 ,"2,915 ","1,305 ",07-08,0.50,,,0 
,,,,"N25'06'37.0""",,,,,,,西,3.7,0.00,3.8,"5,913 ","68,548 ","6,924 ","3,496 ",219 ,131 ,0 ,71 ,"3,007 ",,,,,,0 
,,,,,,合計,,,9.9,,,,,," 11,732 "," 135,908 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-49,華江橋,5K+000,"E121'28'58.5""",台3線,華江橋北端~民權路口,4K+240~10K+000,平原區,5.8,29.4,北,"3.4,3.4,3.4",2.6,0.2,"62,496 ","426,567 ","73,546 ","33,383 ",709 ,438 ,2 ,33 ,"38,981 ","6,880 ",07-08,0.51,395 ,810 ,"快慢分隔,1車道;
(平日)自行車車輛數(輛/日)：201
(假日)自行車車輛數(輛/日)：634"
,,,,"N25'02'9.1""",,,,,,,南,"3.4,3.4,3.4","1.3,1.3",0.2,"60,669 ","412,560 ","71,131 ","32,852 ",799 ,327 ,0 ,52 ,"37,101 ","5,692 ",18-19,,30 ,29 ,"快慢分隔,1車道;
(平日)自行車車輛數(輛/日)：23
(假日)自行車車輛數(輛/日)：30"
新北市,Ⅰ-50,裕民路口,12K+150,"E121'26'46.8""",台3線,民權路口~土城交流道,10K+000~16K+058,平原區,6.1,29.0,北,"3.5,3.5,3.5",0.00,2.8,"18,356 ","140,215 ","22,986 ","10,153 ",120 ,335 ,0 ,39 ,"12,339 ","1,914 ",17-18,0.53,,,
,,,,"N24'59'21.5""",,,,,,,南,"3.5,3.5,3.5",0.00,2.8,"20,523 ","157,044 ","25,745 ","11,326 ",137 ,305 ,1 ,60 ,"13,916 ","2,809 ",07-08,,,,
新北市,Ⅰ-51,土城工業區,16K+100,"E121'25'30.7""",台3線,土城交流道~馬祖田,16K+058~18K+030,平原區,2.0,26.2,北,"3.5,3.5",4.5,0.2,"21,554 ","47,804 ","23,902 ","11,755 ",407 ,663 ,2 ,189 ,"10,886 ","2,190 ",17-18,0.54,,,
,,,,"N24'57'45.9""",,,,,,,南,"3.5,3.5",4.4,0.2,"18,304 ","40,660 ","20,330 ","10,395 ",364 ,490 ,1 ,117 ,"8,963 ","2,249 ",07-08,,,,
新北市,Ⅰ-52,橫溪橋,20K+400,"E121'23'43.9""",台3線,馬祖田~介壽路口,18K+030~22K+640,平原區,4.6,19.8,北,"3.5,3.5",0.00,2.1,"6,663 ","36,105 ","7,849 ","3,662 ",334 ,163 ,0 ,17 ,"3,673 ",736 ,07-08,0.57,,,
,,,,"N24'56'20.3""",,,,,,,南,"3.5,3.5",0.00,2.1,"5,211 ","27,770 ","6,037 ","2,950 ",288 ,131 ,1 ,12 ,"2,655 ",473 ,07-08,,,,
新北市,Ⅰ-53,三峽分局,23K+000,"E121'22'32.8""",台3線,介壽路口~桃園縣縣市界,22K+640~30K+430,平原區,7.8,19.8,北,"3.5,3.5",0.00,2.1,"10,768 ","91,541 ","11,736 ","7,528 ",205 ,389 ,0 ,75 ,"3,539 ","1,357 ",15-16,0.54,38 ,85 ,"(平日)自行車車輛數(輛/日)：61
(假日)自行車車輛數(輛/日)：195"
,,,,"N24'55'50.6""",,,,,,,南,"3.5,3.5",0.00,2.1,"11,973 ","105,620 ","13,541 ","8,099 ",203 ,292 ,1 ,67 ,"4,879 ","1,215 ",11-12,,50 ,75 ,"(平日)自行車車輛數(輛/日)：65
(假日)自行車車輛數(輛/日)：134"
桃園縣,Ⅰ-54,第二旭橋,34K+600,"E121'18'1.7""",台3線,新北市縣市界~大溪,30K+430~36K+157,平原區,5.7,16.8,北,"3.6,3.5",0.00,1.4 ,"5,554 ","36,964 ","6,485 ","3,664 ",52 ,103 ,0 ,24 ,"2,642 ",758 ,15-16,0.51,65 ,205 ,"(平日)自行車車輛數(輛/日)：66
(假日)自行車車輛數(輛/日)：209"
,,,,"N24'53'37.2""",,,,,,,南,"3.6,3.5",0.00,1.0,"5,179 ","34,873 ","6,118 ","3,311 ",36 ,101 ,0 ,25 ,"2,645 ",550 ,17-18,,93 ,197 ,"(平日)自行車車輛數(輛/日)：116
(假日)自行車車輛數(輛/日)：212"
桃園縣,Ⅰ-55,武嶺橋,37K+400,"E121'17'9.4""",台3線,大溪~崎頂,36K+157~39K+384,平原區,3.2,15.0,北,"2.9,2.4",0.00,0.3,"21,008 ","76,653 ","23,954 ","14,749 ",369 ,238 ,0 ,79 ,"8,519 ","1,804 ",07-08,0.50,,,分離車道
,,,,"N24'53'16.1""",,,,,,,南,"2.9,2.4",0.00,0.3,"21,206 ","77,242 ","24,138 ","14,428 ",367 ,250 ,0 ,165 ,"8,928 ","2,107 ",15-16,,,,分離車道
桃園縣,Ⅰ-56,番仔寮橋,42K+800,"E121'15'29.9""",台3線,崎頂~國軍桃園醫院,39K+384~45K+480,丘陵區,6.1,19.1,北,"3.6,3.6",0.00,2.7,"7,775 ","54,083 ","8,866 ","4,962 ",148 ,138 ,0 ,16 ,"3,602 ",762 ,17-18,0.50,,,
,,,,"N24'52'44.2""",,,,,,,南,"3.6,3.6",0.00,1.8,"7,557 ","53,717 ","8,806 ","4,683 ",138 ,101 ,0 ,15 ,"3,869 ",935 ,07-08,,,,
桃園縣,Ⅰ-57,龍潭,47K+700,"E121'13'5.2""",台3線,國軍桃園醫院~113線交岔路口,45K+480~47K+771,丘陵區,2.3,21.0,北,"3.4,3.4",0.00,3.2,"13,452 ","37,577 ","16,338 ","7,975 ",188 ,124 ,0 ,5 ,"8,046 ","1,041 ",17-18,0.51,,,
,,,,"N24'52'5.6""",,,,,,,南,"3.4,3.4",0.00,3.4 ,"14,119 ","38,481 ","16,731 ","8,069 ",511 ,73 ,0 ,8 ,"8,070 ","1,201 ",07-08,,,,
桃園縣,Ⅰ-58,深窩,53K+800,"E121'12'21.5""",台3線,113線交岔路口~新竹縣縣界,47K+771~55K+000,丘陵區,7.2,18.2,北,"3.3,3.5",0.00,1.8,"9,565 ","67,990 ","9,443 ","6,503 ",130 ,194 ,0 ,192 ,"2,424 ","1,386 ",17-18,0.51,,,
,,,,"N24'49'44.8""",,,,,,,南,"3.3,3.5",0.00,1.8,"9,195 ","65,563 ","9,106 ","6,108 ",107 ,172 ,1 ,203 ,"2,515 ","1,106 ",10-11,,,,
新竹縣,Ⅰ-59,太平池,62K+650,"E121'10'17.5""",台3線,桃園縣縣界~大肚,55K+000~72K+354,平原區,17.4,18.2,北,"3.6,3.6",0.00,1.8,"5,478 ","99,354 ","5,710 ","4,174 ",66 ,100 ,1 ,96 ,"1,273 ","1,091 ",16-17,0.51,,,
,,,,"N24'45'32.1""",,,,,,,南,"3.6,3.6",0.00,1.8,"5,269 ","95,613 ","5,495 ","3,902 ",37 ,102 ,0 ,119 ,"1,335 ",727 ,10-11,,,,
新竹縣,Ⅰ-60,新庄子,73K+800,"E121'06'31.2""",台3線,大肚~下公館,72K+354~75K+954,平原區,3.6,18.0,北,"3.5,3.5",0.00,1.2,"11,345 ","45,497 ","12,638 ","8,118 ",90 ,255 ,1 ,84 ,"4,090 ","1,055 ",10-11,0.52,,,
,,,,"N24'43'17.4""",,,,,,,南,"3.5,3.5",0.00,1.2,"12,211 ","49,417 ","13,727 ","8,755 ",105 ,198 ,0 ,83 ,"4,586 ","1,184 ",17-18,,,,
新竹縣,Ⅰ-61,大鄉里橋,76K+800,"E121'04'58.3""",台3線,下公館~北埔,75K+954~82K+573,平原區,6.6,17.8,北,"3.4,3.4",0.00,2.0,"8,869 ","65,908 ","9,986 ","6,427 ",147 ,147 ,1 ,16 ,"3,248 ","1,414 ",15-16,0.51,,,
,,,,"N24'43'32.2""",,,,,,,南,"3.4,3.4",0.00,2.0,"9,329 ","68,891 ","10,438 ","6,707 ",141 ,175 ,0 ,41 ,"3,374 ","1,164 ",11-12,,,,
新竹縣,Ⅰ-62,峨嵋,85K+600,"E121'01'20.9""",台3線,北埔~苗栗縣縣界,82K+573~93K+000,平原區,10.4,15.2,北,"3.5,3.5",0.00,0.6,"3,100 ","35,246 ","3,389 ","2,363 ",59 ,54 ,1 ,7 ,905 ,575 ,15-16,0.52,,,
,,,,"N24'41'11.8""",,,,,,,南,"3.5,3.5",0.00,0.4,"3,279 ","37,887 ","3,643 ","2,398 ",41 ,75 ,0 ,12 ,"1,117 ",499 ,15-16,,,,
,,,,,,合計,,,88.8,,,,,," 410,007 "," 2,526,842 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃園縣,Ⅰ-63,員樹林,0K+500,"E121'15'50.2""",台3乙線,員樹林~十一份,0K+000~4K+714,丘陵區,4.7,18.2,北,"3.5,3.5",0.00,1.8,"9,345 ","45,153 ","9,607 ","6,906 ",108 ,106 ,1 ,117 ,"2,369 ","1,211 ",16-17,0.51,93 ,174 ,"(平日)自行車車輛數(輛/日)：85
(假日)自行車車輛數(輛/日)：152"
,,,,"N24'52'40.3""",,,,,,,南,"3.5,3.5",0.00,1.8,"8,866 ","43,757 ","9,310 ","6,727 ",92 ,112 ,1 ,68 ,"2,310 ","1,231 ",07-08,,93 ,133 ,"(平日)自行車車輛數(輛/日)：78
(假日)自行車車輛數(輛/日)：147"
桃園縣,Ⅰ-64,石門,7K+500,"E121'14'30.1""",台3乙線,十一份~大坪,4K+714~7K+600,丘陵區,2.9,17.7,北,"3.5,3.5",0.00,1.7,"6,966 ","19,911 ","6,866 ","4,944 ",29 ,89 ,1 ,159 ,"1,644 ","1,159 ",16-17,0.52,,,
,,,,"N24'49'38.8""",,,,,,,南,"3.6,3.6",0.00,0.7,"7,289 ","21,185 ","7,305 ","5,415 ",49 ,93 ,0 ,123 ,"1,625 ","1,139 ",14-15,,,,
桃園縣,Ⅰ-65,深窩,11K+800,"E121'12'25.7""",台3乙線,大坪~深窩,7K+600~12K+078,丘陵區,4.5,19.4,北,"3.5,3.5",0.00,2.0,"5,956 ","23,877 ","5,306 ","3,543 ",17 ,209 ,0 ,236 ,"1,301 ",659 ,15-16,0.53,,,
,,,,"N24'49'32.8""",,,,,,,南,"3.8,3.6",0.00,1.8,"6,611 ","26,847 ","5,966 ","3,938 ",26 ,241 ,0 ,246 ,"1,515 ",806 ,07-08,,,,
,,,,,,合計,,,12.1,,,,,," 45,033 "," 180,730 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃園縣,Ⅰ-66,富國路口,5K+700,"E121'16'1.6""",台4線,竹圍~南崁交流道,0K+000~9K+945,平原區,9.9,25.2,東,"3.5,3.5",0.00,4.4,"14,227 ","152,183 ","15,372 ","9,161 ",427 ,538 ,6 ,190 ,"5,050 ","1,320 ",17-18,0.58,,,
,,,,"N25'03'45.4""",,,,,,,西,"3.5,3.5",0.00,4.2,"20,056 ","212,464 ","21,461 ","12,216 ",618 ,858 ,5 ,397 ,"7,367 ","2,136 ",07-08,,,,
桃園縣,Ⅰ-67,經國路口,10K+800,"E121'18'10.0""",台4線,南崁交流道~桃園,9K+945~14K+517,平原區,4.6,40.0,東,"3.5,3.5,3.5,3.5",0.00,4.6,"35,170 ","179,855 ","39,099 ","25,050 ",579 ,837 ,8 ,165 ,"12,460 ","3,441 ",17-18,0.63,,,
,,,,"N25'01'57.8""",,,,,,,西,"3.5,3.5,3.5,3.5,3.5",0.00,0.4,"22,070 ","103,882 ","22,583 ","17,716 ",507 ,509 ,5 ,211 ,"3,635 ","1,809 ",07-08,,,,
桃園縣,Ⅰ-68,民權路口,15K+200,"E121'18'25.4""",台4線,桃園~廣明陸橋,14K+517~16K+326,平原區,1.8,24.0,東,"3.3,3.3",1.5,3.0 ,"29,527 ","62,181 ","34,545 ","16,290 ",293 ,208 ,3 ,22 ,"17,729 ","2,385 ",07-08,0.52,,,
,,,,"N24'59'53.5""",,,,,,,西,"3.3,3.3",3.9,0.6,"27,490 ","57,850 ","32,139 ","15,817 ",97 ,166 ,0 ,16 ,"16,043 ","2,371 ",07-08,,,,
桃園縣,Ⅰ-69,大湳,21K+550,"E121'17'54.5""",台4線,廣明陸橋~更寮腳,16K+326~22K+977,平原區,6.7,19.1,東,"3.5,3.5",0.00,2.4,"23,234 ","193,811 ","28,927 ","13,195 ",303 ,264 ,0 ,37 ,"15,128 ","1,750 ",07-08,0.50,,,
,,,,"N24'57'14.5""",,,,,,,西,"3.5,3.5",0.00,2.5,"23,944 ","197,127 ","29,422 ","14,238 ",343 ,251 ,0 ,25 ,"14,565 ","2,092 ",07-08,,,,
桃園縣,Ⅰ-70,僑愛,24K+500,"E121'17'31.7""",台4線,更寮腳~崎頂,22K+977~26K+975,平原區,4.0,18.2,東,"3.5,3.5",0.00,0.6,"18,122 ","85,072 ","21,268 ","11,589 ",256 ,316 ,0 ,88 ,"9,019 ","1,858 ",07-08,0.51,,,
,,,,"N24'55'9.7""",,,,,,,西,"3.5,3.5",0.00,2.0,"17,702 ","82,816 ","20,704 ","11,427 ",294 ,272 ,2 ,81 ,"8,628 ","1,834 ",07-08,,,,
桃園縣,Ⅰ-71,崁津大橋,30K+500,"E121'16'45.8""",台4線,崎頂~內柵,26K+975~32K+500,平原區,5.5,16.8,東,"3.6,4.3",0.00,0.4,"8,542 ","47,333 ","8,606 ","6,246 ",36 ,101 ,1 ,314 ,"1,908 ","1,303 ",11-12,0.53,,,
,,,,"N24'52'27.4""",,,,,,,西,"3.6,4.3",0.00,0.4,"7,394 ","41,816 ","7,603 ","5,640 ",34 ,84 ,0 ,196 ,"1,649 ","1,058 ",15-16,,,,
桃園縣,Ⅰ-72,內柵,32K+600,"E121'16'58.4""",台4線,內柵~石門,32K+500~37K+461,平原區,5.0,16.0,東,"3.4,3.5",0.00,1.0,"7,696 ","40,040 ","8,008 ","6,289 ",34 ,79 ,1 ,113 ,"1,492 ","1,137 ",11-12,0.51,19 ,110 ,"(平日)自行車車輛數(輛/日)：21
(假日)自行車車輛數(輛/日)：118"
,,,,"N24'51'26.1""",,,,,,,西,"3.4,3.5",0.00,1.0,"7,669 ","40,975 ","8,195 ","5,793 ",40 ,96 ,0 ,130 ,"2,136 ","1,368 ",17-18,,25 ,192 ,"(平日)自行車車輛數(輛/日)：31
(假日)自行車車輛數(輛/日)：190"
桃園縣,Ⅰ-73,溪洲大橋,38K+000,"E121'15'13.0""",台4線,石門~台3乙線交岔路口,37K+461~39K+297,平原區,1.8,12.0,東,3.9,0.00,2.0,"5,371 ","9,976 ","5,542 ","3,987 ",52 ,77 ,0 ,165 ,"1,261 ","1,633 ",14-15,0.53,14 ,229 ,"(平日)自行車車輛數(輛/日)：20
(假日)自行車車輛數(輛/日)：132"
,,,,"N24'49'28.5""",,,,,,,西,3.9,0.00,2.0,"4,707 ","8,804 ","4,891 ","3,409 ",23 ,63 ,0 ,171 ,"1,225 ",,,,14 ,160 ,"(平日)自行車車輛數(輛/日)：38
(假日)自行車車輛數(輛/日)：102"
,,,,,,合計,,,39.3,,,,,," 272,921 "," 1,516,185 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-74,汐止,11K+500,"E121'37'18.9""",台5線,台北市市界~汐止,11K+000~12K+000,平原區,1.0,25.6,北,"3.3,4.0",3.2,0.5,"48,058 ","54,795 ","54,795 ","26,987 ","1,091 ",466 ,0 ,156 ,"26,095 ","6,022 ",07-08,0.58,,,"分離車道,快慢分隔1車道"
,,,,"N25'03'18.0""",,,,,,,南,"3.5,5.0",0.00,3.4,"32,483 ","39,110 ","39,110 ","18,946 ","1,124 ",274 ,0 ,75 ,"18,691 ","2,856 ",18-19,,,,分離車道
新北市,Ⅰ-75,南陽大橋,12K+100,"E121'37'51.8""",台5線,汐止~汐止東方科學園區,12K+000~13K+800,平原區,1.8,25.6,北,"3.2,3.3,3.7",0.00,1.0,"40,410 ","86,447 ","48,026 ","22,777 ","1,090 ",637 ,0 ,387 ,"23,135 ","5,177 ",07-08,0.56,,,
,,,,"N25'03'18.1""",,,,,,,南,"3.3,3.5,3.3",0.00,1.5,"32,398 ","68,044 ","37,802 ","18,203 ","1,138 ",480 ,0 ,408 ,"17,573 ","2,757 ",18-19,,,,
新北市,Ⅰ-76,遠東工業城,13K+950,"E121'38'51.4""",台5線,汐止東方科學園區~汐止,13K+800~16K+000,平原區,2.2,27.2,北,"3.5,3.5,3.5",0.00,1.9,"30,722 ","76,512 ","34,778 ","21,583 ",440 ,317 ,0 ,225 ,"12,213 ","4,136 ",07-08,0.50,,,
,,,,"N25'03'39.5""",,,,,,,南,"3.5,3.5,4.4",0.00,0.9,"31,568 ","77,453 ","35,206 ","22,139 ",460 ,337 ,0 ,363 ,"11,907 ","2,923 ",18-19,,,,
新北市,Ⅰ-77,茄苳一號橋,16K+800,"E121'40'29.5""",台5線,汐止~基隆市市界,16K+000~18K+619,平原區,2.6,25.6,北,"3.5,3.5",0.00,4.5,"14,542 ","50,099 ","19,269 ","5,827 ",64 ,135 ,0 ,196 ,"13,047 ","2,565 ",07-08,0.51,16 ,63 ,"(平日)自行車車輛數(輛/日)：32
(假日)自行車車輛數(輛/日)：39"
,,,,"N25'03'56.1""",,,,,,,南,"3.5,3.5",0.00,4.3 ,"14,839 ","48,279 ","18,569 ","6,309 ",80 ,198 ,0 ,385 ,"11,597 ","1,581 ",18-19,,15 ,32 ,"(平日)自行車車輛數(輛/日)：18
(假日)自行車車輛數(輛/日)：31"
基隆市,Ⅰ-78,六堵工業區,20K+700,"E121'42'17.2""",台5線,新北市市界~七堵,18K+619~23K+000,平原區,4.4,18.0,北,"3.5,3.5",0.00,1.0,"13,508 ","78,668 ","17,879 ","5,065 ",144 ,169 ,0 ,197 ,"12,304 ","2,454 ",07-08,0.52,,,
,,,,"N25'05'1.3""",,,,,,,南,"3.5,3.5",0.00,1.0,"14,583 ","84,278 ","19,154 ","5,981 ",187 ,186 ,0 ,151 ,"12,649 ","1,823 ",18-19,,,,
基隆市,Ⅰ-79,南榮路,26K+200,"E121'44'26.3""",台5線,七堵~基隆,23K+000~28K+921,平原區,5.9,20.8,北,"3.5,3.5",0.00,2.3,"16,500 ","131,228 ","22,242 ","6,849 ",399 ,62 ,0 ,0 ,"14,932 ","1,774 ",07-08,0.51,37 ,55 ,"(平日)自行車車輛數(輛/日)：32
(假日)自行車車輛數(輛/日)：73"
,,,,"N25'06'48.4""",,,,,,,南,"3.5,3.5",0.00,2.5,"17,337 ","137,275 ","23,267 ","7,521 ",336 ,73 ,0 ,0 ,"15,337 ","1,694 ",17-18,,29 ,57 ,"(平日)自行車車輛數(輛/日)：24
(假日)自行車車輛數(輛/日)：45"
,,,,,,合計,,,17.9,,,,,," 306,948 "," 932,188 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-80,台5線交岔路口,0K+100,"E121'38'5.8""",台5甲線,汐止~汐止車站,0K+000~3K+000,平原區,3.0,23.6,北,"3.5,5.4",0.00,0.4,"21,263 ","69,924 ","23,308 ","14,040 ",650 ,455 ,1 ,277 ,"7,885 ","2,439 ",07-08,0.57,,,
,,,,"N25'03'28.2""",,,,,,,南,"3.5,5.4",0.00,0.4,"27,387 ","92,412 ","30,804 ","16,439 ",695 ,492 ,1 ,524 ,"12,653 ","2,487 ",18-19,,,,
新北市,Ⅰ-81,汐止車站,3K+100,"E121'39'38.4""",台5甲線,汐止車站~保長國小,3K+000~6K+077,平原區,3.1,24.6,北,"3.5,3.5",0.00,3.8,"18,765 ","67,781 ","21,865 ","12,322 ",560 ,170 ,0 ,25 ,"8,788 ","1,851 ",07-08,0.51,,,
,,,,"N25'04'5.2""",,,,,,,南,"3.5,3.5",0.00,3.8,"19,684 ","69,685 ","22,479 ","12,979 ",597 ,255 ,0 ,99 ,"8,549 ","1,469 ",10-11,,,,
基隆市,Ⅰ-82,五堵陸橋,7K+400,"E121'41'26.0""",台5甲線,保長國小~六堵,6K+077~8K+631,平原區,2.6,20.6,北,"3.6,3.6",0.00,2.4,"6,617 ","18,054 ","6,944 ","3,079 ",87 ,181 ,0 ,407 ,"3,190 ",874 ,07-08,0.55,,,
,,,,"N25'04'40.8""",,,,,,,南,"3.6,3.6",0.00,1.8,"8,308 ","22,469 ","8,642 ","4,008 ",122 ,235 ,0 ,499 ,"3,778 ",788 ,17-18,,,,
,,,,,,合計,,,8.7,,,,,," 102,024 "," 340,325 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃園縣,Ⅰ-83,頭寮,5K+500,"E121'17'9.5""",台7線,大溪~慈湖,0K+000~7K+648,丘陵區,7.6,14.0,北,"3.2,3.5",0.00,0.3,"7,830 ","57,912 ","7,620 ","5,607 ",149 ,114 ,0 ,147 ,"1,603 ","1,524 ",16-17,0.50,,,
,,,,"N24'50'39.9""",,,,,,,南,"3.2,3.3",0.00,0.3,"7,853 ","57,950 ","7,625 ","5,622 ",106 ,82 ,0 ,174 ,"1,641 ","1,226 ",10-11,,,,
桃園縣,Ⅰ-84,湳仔溝1號橋,8K+300,"E121'18'21.1""",台7線,慈湖~三民,7K+648~12K+051,丘陵區,4.4,7.9,北,3.5,0.00,0.4,"5,915 ","24,468 ","5,561 ","4,114 ",64 ,95 ,0 ,151 ,"1,137 ","1,567 ",14-15,0.51,,,
,,,,"N24'49'49.3""",,,,,,,南,3.5,0.00,0.3,"6,146 ","25,318 ","5,754 ","4,241 ",56 ,92 ,0 ,173 ,"1,192 ",,,,,,
桃園縣,Ⅰ-85,三民,12K+200,"E121'19'52.9""",台7線,三民~水源地,12K+051~16K+480,丘陵區,4.4,7.7,北,3.5,0.00,0.2,"5,362 ","22,176 ","5,040 ","3,612 ",49 ,88 ,0 ,154 ,"1,137 ","1,410 ",15-16,0.51,,,
,,,,"N24'49'53""",,,,,,,南,3.5,0.00,0.3,"5,607 ","23,307 ","5,297 ","3,691 ",48 ,91 ,0 ,170 ,"1,297 ",,,,,,
桃園縣,Ⅰ-86,羅浮,22K+600,"E121'21'56.2""",台7線,水源地~高義橋,16K+480~37K+804,丘陵區,21.3,18.0,北,"3.5,3.7",0.00,0.7,"2,194 ","35,656 ","1,674 ","1,063 ",5 ,54 ,0 ,155 ,397 ,352 ,15-16,0.55,,,
,,,,"N24'47'32.6""",,,,,,,南,"3.5,3.7",0.00,0.7,"2,536 ","42,962 ","2,017 ","1,268 ",5 ,52 ,0 ,168 ,524 ,382 ,09-10,,,,
桃園縣,Ⅰ-87,巴陵,47K+000,"E121'23'14.2""",台7線,高義橋~宜蘭縣縣界,37K+804~61K+881,山嶺區,24.1,8.6,北,3.5,0.00,0.5,987 ,"15,448 ",641 ,467 ,4 ,24 ,0 ,0 ,146 ,393 ,15-16,0.51,,,
,,,,"N24'40'43.0""",,,,,,,南,4.1,0.00,0.5,903 ,"15,111 ",627 ,464 ,3 ,8 ,0 ,0 ,152 ,,,,,,
,,,,,,合計,,,61.8,,,,,," 45,333 "," 320,308 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-88,合作橋,3K+400,"E121'22'37.0""",台7乙線,三峽~桃園縣縣市界,0K+000~8K+187,平原區,8.2,8.9,北,3.5,0.00,1.0,"2,884 ","26,929 ","3,284 ","2,174 ",34 ,69 ,0 ,0 ,"1,007 ","1,228 ",15-16,0.51,,,
,,,,"N24'53'3.0""",,,,,,,南,3.5,0.00,0.7 ,"2,958 ","27,913 ","3,404 ","2,185 ",36 ,71 ,0 ,1 ,"1,111 ",,,,,,
桃園縣,Ⅰ-89,更生橋,13K+800,"E121'19'50.8""",台7乙線,新北市縣市界~三民,8K+187~14K+206,丘陵區,6.0,9.1,北,3.5,0.00,1.4 ,"1,682 ","12,114 ","2,019 ","1,244 ",4 ,16 ,0 ,0 ,755 ,691 ,15-16,0.51,,,
,,,,"N24'50'7.0""",,,,,,,南,3.5,0.00,0.7 ,"1,695 ","12,510 ","2,085 ","1,169 ",5 ,22 ,0 ,0 ,889 ,,,,,,
,,,,,,合計,,,14.2,,,,,," 9,219 "," 79,466 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-90,大坪林,7K+900,"E121'32'28.6""",台9線,台北市市界~新店,7K+366~10K+217,平原區,2.9,25.6,北,"3.3,3.7,3.7",0.00,0.8,"31,471 ","111,259 ","38,365 ","17,265 ","1,600 ",99 ,0 ,7 ,"19,394 ","3,485 ",07-08,0.53,,,
,,,,"N24'58'57.4""",,,,,,,南,"3.3,3.7,3.2",0.00,1.3,"27,170 ","97,124 ","33,491 ","13,934 ","1,530 ",133 ,0 ,2 ,"17,892 ","2,430 ",17-18,,,,
新北市,Ⅰ-91,青潭,11K+600,"E121'32'34.4""",台9線,新店~青潭,10K+217~12K+028,平原區,1.8,19.6,北,"3.5,3.5",0.00,2.9,"20,068 ","41,868 ","23,260 ","12,513 ",838 ,384 ,0 ,3 ,"9,522 ","2,477 ",07-08,0.50,,,
,,,,"N24'57'11.6""",,,,,,,南,"3.5,3.5",0.00,2.2,"20,213 ","42,318 ","23,510 ","12,553 ",790 ,403 ,0 ,5 ,"9,759 ","1,733 ",14-15,,,,
新北市,Ⅰ-92,稻子園,13K+300,"E121'33'29.7""",台9線,青潭~銀河洞,12K+028~14K+520,平原區,2.5,14.4,北,3.5,0.00,4.0,"6,603 ","19,295 ","7,718 ","3,291 ",401 ,326 ,0 ,3 ,"3,697 ","1,457 ",07-08,0.51,,,
,,,,"N24'57'14.7""",,,,,,,南,3.5,0.00,3.2,"6,902 ","20,258 ","8,103 ","3,746 ",410 ,235 ,0 ,4 ,"3,708 ",,,,,,
新北市,Ⅰ-93,雲海,24K+300,"E121'37'56.5""",台9線,銀河洞~坪林,14K+520~37K+874,丘陵區,23.4,7.6,北,3.5,0.00,0.2,"1,948 ","38,633 ","1,651 ",555 ,41 ,297 ,0 ,0 ,758 ,694 ,17-18,0.51,,,
,,,,"N24'57'8.0""",,,,,,,南,3.5,0.00,0.4,"1,960 ","39,523 ","1,689 ",655 ,18 ,297 ,0 ,0 ,719 ,,,,,,
新北市,Ⅰ-94,坪林橋,38K+050,"E121'42'38.8""",台9線,坪林~里程牌,37K+874~43K+000,丘陵區,5.1,13.2,北,3.9,0.00,2.1,"2,105 ","9,369 ","1,837 ",947 ,5 ,280 ,0 ,0 ,605 ,668 ,17-18,0.50,,,
,,,,"N24'56'4.3""",,,,,,,南,3.9,0.00,2.1,"2,015 ","9,399 ","1,843 ","1,042 ",37 ,192 ,0 ,0 ,572 ,,,,,,
