一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 統 計 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第一區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
新北市,Ⅰ-95,碧湖,44K+300,"E121'43'11.9""",台9線,里程牌~宜蘭縣縣市界,43K+000~56K+661,丘陵區,13.7,8.9,北,3.3,0.00,1.1,"1,574 ","16,632 ","1,214 ",619 ,4 ,259 ,0 ,0 ,332 ,709 ,16-17,0.59,,,
,,,,"N24'54'8.0""",,,,,,,南,3.9,0.00,0.4,"1,019 ","11,508 ",840 ,307 ,4 ,174 ,0 ,0 ,355 ,,,,,,
,,,,,,合計,,,49.4,,,,,," 123,048 "," 457,186 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-96,青潭橋,0K+400,"E121'32'46.0""",台9甲線,青潭~上龜山橋,0K+000~8K+346,平原區,8.3,11.4,北,3.5,0.00,1.0,"8,434 ","79,946 ","9,632 ","6,544 ",171 ,58 ,0 ,1 ,"2,858 ","1,702 ",17-18,0.50,,,
,,,,"N24'56'57.2""",,,,,,,南,3.5,0.00,3.2,"8,438 ","80,842 ","9,740 ","6,483 ",157 ,59 ,0 ,1 ,"3,040 ",,,,,,
新北市,Ⅰ-97,栗子園,9K+300,"E121'32'52.1""",台9甲線,上龜山橋~孝義,8K+346~19K+833,平原區,11.5,8.0,北,3.9,0.00,0.1,"3,760 ","48,139 ","4,186 ","2,898 ",96 ,49 ,0 ,0 ,"1,143 ","1,212 ",12-13,0.51,,,
,,,,"N24'53'34.1""",,,,,,,南,3.9,0.00,0.1,"3,960 ","50,750 ","4,413 ","3,066 ",106 ,39 ,0 ,1 ,"1,201 ",,,,,,
,,,,,,合計,,,19.8,,,,,," 24,592 "," 259,677 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,Ⅰ-98,誠仁橋,0K+600,"E120'54'22.1""",台13線,內湖~苗栗縣縣界,0K+000~0K+699,平原區,0.7,15.0,北,"3.1,3.5",0.00,0.8,"6,267 ","5,169 ","7,384 ","4,020 ",55 ,121 ,3 ,26 ,"3,159 ",773 ,07-08,0.50,,,
,,,,"N24'44'26.8""",,,,,,,南,"3.1,3.5",0.00,0.8,"6,457 ","5,261 ","7,516 ","4,163 ",89 ,96 ,7 ,41 ,"3,120 ",680 ,07-08,,,,
,,,,,,合計,,,0.7,,,,,," 12,724 "," 10,430 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-99,關渡橋,0K+800,"E121'27'24.0""",台15線,關渡橋~米倉國小,0K+000~3K+500,平原區,3.5,14.6,北,"3.5,3.5",0.00,0.2,"48,714 ","196,514 ","56,147 ","31,021 ",523 ,"1,069 ",1 ,492 ,"23,041 ","4,616 ",07-08,0.51,,,
,,,,"N25'07'31.1""",,,,,,,南,"3.5,3.5",0.00,0.2,"45,601 ","188,160 ","53,760 ","27,912 ",504 ,923 ,0 ,373 ,"24,048 ","3,969 ",17-18,,,,
新北市,Ⅰ-I00,米倉國小,3K+800,"E121'26'47.0""",台15線,米倉國小~八里,3K+500~9K+821,平原區,6.3,21.0,北,"3.5,3.6",0.00,2.4,"17,743 ","127,109 ","20,176 ","10,532 ",271 ,546 ,0 ,287 ,"8,540 ","1,931 ",17-18,0.51,,,
,,,,"N25'08'44.3""",,,,,,,南,"3.5,3.6",0.00,2.4,"16,974 ","122,781 ","19,489 ","9,956 ",306 ,509 ,0 ,235 ,"8,483 ","1,793 ",07-08,,,,
新北市,Ⅰ-I01,八仙橋,10K+500,"E121'23'28.9""",台15線,八里~桃園縣縣市界,9K+821~22K+369,平原區,12.5,20.0,北,"3.5,3.5",0.00,2.3,"12,338 ","142,150 ","11,372 ","7,561 ",184 ,631 ,0 ,732 ,"2,264 ","1,318 ",17-18,0.63,,,
,,,,"N25'08'33.0""",,,,,,,南,"3.5,3.5",0.00,2.3,"6,506 ","85,212 ","6,817 ","4,152 ",214 ,219 ,0 ,152 ,"2,080 ",662 ,14-15,,,,
桃園縣,Ⅰ-I02,海湖二號橋,25K+600,"E121'15'10""",台15線,新北市縣市界~竹圍,22K+369~26K+478,平原區,4.1,20.0,北,"3.5,3.5",2.0,0.3,"8,646 ","34,034 ","8,301 ","5,956 ",59 ,368 ,3 ,304 ,"1,611 ",883 ,07-08,0.52,,,
,,,,"N25'06'40.5""",,,,,,,南,"3.5,3.5",0.00,2.2,"8,200 ","31,467 ","7,675 ","5,475 ",68 ,551 ,11 ,342 ,"1,228 ",779 ,17-18,,,,
桃園縣,Ⅰ-I03,大湖,31K+600,"E121'12'35.6""",台15線,竹圍~大園,26K+478~33K+521,平原區,7.0,20.5,北,"3.5,3.5",0.00,1.8,"3,275 ","23,989 ","3,427 ","2,260 ",10 ,123 ,2 ,79 ,953 ,367 ,07-08,0.52,,,
,,,,"N25'04'47.8""",,,,,,,南,"3.5,3.5",0.00,1.8,"3,037 ","22,274 ","3,182 ","2,064 ",14 ,138 ,8 ,61 ,897 ,364 ,07-08,,,,
桃園縣,Ⅰ-I04,洽溪橋,34K+700,"E121'11'0.9""",台15線,大園~觀音,33K+521~45K+780,平原區,12.3,24.0,北,"3.5,3.5",2.0,1.7,"20,900 ","265,705 ","21,602 ","13,804 ",108 ,791 ,15 ,384 ,"6,500 ","2,196 ",17-18,0.50,,,
,,,,"N25'03'56.2""",,,,,,,南,"3.5,3.5",2.0,1.7,"20,483 ","262,433 ","21,336 ","13,254 ",111 ,786 ,13 ,358 ,"6,814 ","2,432 ",07-08,,,,
桃園縣,Ⅰ-I05,塘尾橋,48K+300,"E121'04'6.6""",台15線,觀音~崁頭厝,45K+780~54K+366,平原區,8.6,23.2,北,"3.5,3.5",2.0,1.5 ,"4,198 ","35,131 ","4,085 ","2,743 ",12 ,224 ,11 ,131 ,964 ,630 ,07-08,0.50,,,
,,,,"N25'01'46.9""",,,,,,,南,"3.5,3.5",2.0,1.5,"4,242 ","34,701 ","4,035 ","2,789 ",12 ,245 ,9 ,154 ,826 ,481 ,17-18,,,,
桃園縣,Ⅰ-I06,笨子港橋,55K+000,"E121'01'37.9""",台15線,崁頭厝~新竹縣縣界,54K+366~60K+641,平原區,6.3,23.5,北,"3.6,3.5",2.0,1.8,"6,510 ","34,587 ","5,490 ","3,648 ",32 ,396 ,5 ,530 ,879 ,867 ,07-08,0.51,,,
,,,,"N24'59'4.4""",,,,,,,南,"3.6,3.5",2.0,1.5,"6,233 ","32,729 ","5,195 ","3,407 ",37 ,360 ,6 ,540 ,845 ,743 ,17-18,,,,
新竹縣,Ⅰ-I07,台61線交岔路口,66K+500,"E120'58'11.9""",台15線,桃園縣縣界~山腳,60K+641~70K+821,平原區,10.2,25.2,北,"3.5,3.5",0.00,1.8,"9,373 ","87,985 ","8,626 ","6,807 ",36 ,274 ,13 ,485 ,"1,011 ","1,127 ",07-08,0.51,14 ,110 ,"(平日)自行車車輛數(輛/日)：54
(假日)自行車車輛數(輛/日)：123"
,,,,"N24'54'0.1""",,,,,,,南,"3.5,3.5,4.6",0.00,1.6,"9,158 ","85,925 ","8,424 ","6,611 ",41 ,243 ,9 ,492 ,"1,028 ",925 ,17-18,,27 ,131 ,"(平日)自行車車輛數(輛/日)：37
(假日)自行車車輛數(輛/日)：216"
新竹縣,Ⅰ-I08,竹港大橋,74K+000,"E120'56'7.9""",台15線,山腳~南寮,70K+821~83K+951,平原區,13.1,22.6,北,"3.3,3.3",2.0,0.3,"16,829 ","209,639 ","16,003 ","13,015 ",76 ,594 ,15 ,501 ,"1,802 ","1,822 ",17-18,0.58,,,
,,,,"N24'50'38.0""",,,,,,,南,"3.5,3.5,4.5",0.00,1.2,"12,376 ","152,864 ","11,669 ","9,066 ",49 ,519 ,10 ,505 ,"1,520 ","1,118 ",17-18,,,,
,,,,,,合計,,,83.9,,,,,," 281,336 "," 2,175,389 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃園縣,Ⅰ-I09,海口,0K+300,"E121'14'13.1""",台15甲線,竹圍~沙崙,0K+000~1K+635,平原區,1.6,28.2,北,"3.6,3.6,3.6",0.00,2.0,"2,903 ","4,520 ","2,825 ","2,019 ",13 ,167 ,1 ,98 ,527 ,333 ,17-18,0.51,,,
,,,,"N25'06'26.0""",,,,,,,南,"3.6,3.6,3.6",0.00,2.0,"3,018 ","4,634 ","2,896 ","2,049 ",11 ,201 ,2 ,110 ,523 ,455 ,07-08,,,,
,,,,,,合計,,,1.6,,,,,," 5,921 "," 9,154 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃園縣,Ⅰ-I10,五塊厝,5K+800,"E121'13'48.2""",台31線,蘆竹~下埔,0K+000~7K+000,平原區,7.0,35.8,北,"3.6,3.6",4.1,2.5 ,"29,555 ","200,144 ","28,592 ","24,674 ",478 ,857 ,9 ,456 ,"2,118 ","2,735 ",17-18,0.59,,,快慢分隔1車道
,,,,"N25'01'42.2""",,,,,,,南,"3.5,3.5","4.2 ,1.3",1.2,"20,033 ","137,060 ","19,580 ","16,831 ",419 ,605 ,2 ,197 ,"1,526 ","1,862 ",07-08,,,,快慢分隔1車道
桃園縣,Ⅰ-I11,青埔,9K+150,"E121'12'48.7""",台31線,下埔~大圳頭,7K+000~12K+849,平原區,5.8,35.8,北,"3.5,3.8",4.6,0.8,"10,349 ","63,371 ","10,926 ","7,709 ",76 ,274 ,0 ,47 ,"2,820 ","1,452 ",07-08,0.61,,,快慢分隔1車道
,,,,"N25'00'15""",,,,,,,南,"3.5,3.9",4.6,0.8,"6,604 ","40,014 ","6,899 ","4,956 ",13 ,185 ,1 ,55 ,"1,689 ",724 ,07-08,,,,快慢分隔1車道
桃園縣,Ⅰ-I12,高榮,17K+850,"E121'08'56.4""",台31線,大圳頭~新屋,12K+849~17K+876,平原區,5.0,38.2,北,"3.5,3.5,3.5",0.00,1.0,"7,542 ","36,910 ","7,382 ","5,757 ",32 ,427 ,13 ,152 ,"1,001 ",820 ,17-18,0.52,,,快慢分隔1車道
,,,,"N24'57'21.3""",,,,,,,南,"3.5,3.5,3.5",0.00,2.0,"7,094 ","34,725 ","6,945 ","5,555 ",20 ,349 ,15 ,140 ,866 ,794 ,07-08,,,,快慢分隔1車道
桃園縣,Ⅰ-I13,上田里,21K+150,"E121'07'15.5""",台31線,新屋~楊梅,17K+876~21K+300,平原區,3.4,37.2,北,"3.5,3.5",1.9,4.6,"5,396 ","18,499 ","5,441 ","4,229 ",8 ,223 ,9 ,49 ,923 ,655 ,17-18,0.53,,,
,,,,"N24'56'34.6""",,,,,,,南,"3.5,3.5",1.9,4.6,"4,754 ","16,541 ","4,865 ","3,860 ",7 ,124 ,4 ,33 ,837 ,509 ,07-08,,,,
新竹縣,Ⅰ-I14,長嶺村,28K+900,"E121'04'26.5""",台31線,楊梅~湖口,21K+300~30K+003,平原區,8.7,38.0,北,"3.5,3.5",1.9,1.1,"2,053 ","18,479 ","2,124 ","1,575 ",5 ,86 ,2 ,7 ,449 ,283 ,17-18,0.51,,,分離車道
,,,,"N24'53'21.7""",,,,,,,南,"3.5,3.5",1.9,1.1,"1,978 ","17,574 ","2,020 ","1,480 ",6 ,124 ,2 ,5 ,403 ,300 ,07-08,,,,分離車道
,,,,,,合計,,,29.9,,,,,," 95,358 "," 583,317 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-I15,八里,18K+000,"E121'19'21.8""",台61線,八里~林口,12K+600~22K+567,平原區,10.0,21.6,北,"3.5,3.5",0.00,2.4,"17,449 ","130,300 ","13,030 ","9,845 ",59 ,799 ,3 ,"2,047 ",277 ,"1,845 ",17-18,0.51,,,
,,,,"N25'07'17.2""",,,,,,,南,"3.5,3.5",0.00,2.4,"16,801 ","126,970 ","12,697 ","9,850 ",89 ,605 ,4 ,"1,920 ",229 ,"1,927 ",07-08,,,,
桃園縣,Ⅰ-I16,竹圍,27K+000,"E121'14'17.8""",台61線,林口~沙崙交流道,22K+567~30K+200,平原區,7.6,21.6,北,"3.5,3.5",0.00,2.4,"9,953 ","54,272 ","7,141 ","5,328 ",16 ,343 ,4 ,"1,335 ",115 ,"1,120 ",17-18,0.50,14 ,85 ,
,,,,"N25'06'41.6""",,,,,,,南,"3.5,3.5",0.00,2.4,"9,835 ","55,275 ","7,273 ","5,506 ",13 ,362 ,0 ,"1,221 ",171 ,"1,144 ",07-08,,21 ,45 ,
桃園縣,Ⅰ-I16側車道,竹圍,26K+800,"E121'14'26.3""",台61線,林口~沙崙交流道,22K+567~30K+200,平原區,7.6,15.8,北,"3.5,3.0",0.00,0.9,"1,929 ","15,641 ","2,058 ","1,586 ",17 ,11 ,0 ,14 ,430 ,438 ,15-16,0.60,,,"分離車道;側車道2車道
(平日)自行車車輛數(輛/日)：13
(假日)自行車車輛數(輛/日)：87"
,,,,"N25'06'43.9""",,,,,,,南,"3.5,3.0",0.00,0.9,"1,237 ","10,480 ","1,379 ",987 ,5 ,6 ,0 ,2 ,379 ,265 ,17-18,,,,"分離車道;側車道2車道
(平日)自行車車輛數(輛/日)：24
(假日)自行車車輛數(輛/日)：144"
桃園縣,Ⅰ-I17,內海,33K+400,"E121'10'58.6""",台61線,沙崙交流道~大園交流道,30K+200~34K+950,平原區,4.8,21.6,北,"3.5,3.5",0.00,2.4,"7,761 ","27,878 ","5,808 ","4,308 ",2 ,496 ,6 ,871 ,125 ,880 ,17-18,0.52,,,
,,,,"N25'05'6.9""",,,,,,,南,"3.5,3.5",0.00,2.4,"8,135 ","29,731 ","6,194 ","4,733 ",4 ,399 ,4 ,897 ,157 ,"1,116 ",07-08,,,,
桃園縣,Ⅰ-I17側車道,內海,33K+400,"E121'10'58.2""",台61線,沙崙交流道~大園交流道,30K+200~34K+950,平原區,4.8,29.7,北,"5.2,4.4,3.5",0.00,1.0,"5,596 ","21,158 ","4,408 ","2,833 ",18 ,434 ,3 ,585 ,535 ,605 ,17-18,0.53,,,分離車道;側車道3車道
,,,,"N25'05'7.2""",,,,,,,南,"6.2,4.1,3.3",0.00,1.0,"4,819 ","18,763 ","3,909 ","2,514 ",4 ,334 ,4 ,481 ,572 ,582 ,07-08,,,,分離車道;側車道3車道
桃園縣,Ⅰ-I18,大潭,47K+300,"E121'03'38.1""",台61線,大園交流道~觀音交流道,34K+950~48K+700,平原區,13.8,21.6,北,"3.5,3.5",0.00,2.4,"5,862 ","63,756 ","4,620 ","3,609 ",5 ,274 ,3 ,578 ,151 ,713 ,17-18,0.51,8 ,69 ,
,,,,"N25'02'7.4""",,,,,,,南,"3.5,3.5",0.00,2.4,"6,275 ","67,123 ","4,864 ","3,730 ",4 ,313 ,7 ,651 ,159 ,645 ,07-08,,18 ,74 ,
桃園縣,Ⅰ-I18側車道,大潭,48K+000,"E121'03'16.8""",台61線,大園交流道~觀音交流道,34K+950~48K+700,平原區,13.8,21.3,北,"3.5,5.3",0.00,1.6,"1,864 ","21,114 ","1,530 ","1,012 ",4 ,87 ,2 ,189 ,236 ,425 ,07-08,0.51,,,"側車道2車道;
(平日)自行車車輛數(輛/日)：9
(假日)自行車車輛數(輛/日)：131"
,,,,"N25'01'52.1""",,,,,,,南,"3.5,3.5",0.00,3.3,"1,747 ","19,982 ","1,448 ",925 ,2 ,111 ,1 ,168 ,241 ,227 ,17-18,,,,"側車道2車道;
(平日)自行車車輛數(輛/日)：17
(假日)自行車車輛數(輛/日)：193"
新竹縣,Ⅰ-I20,浸水橋,77K+500,"E120'55'9.3""",台61線,鳳鼻隧道北端~香山,66K+664~78K+000,平原區,11.3,21.8,北,"3.6,3.6",0.00,2.4 ,"7,589 ","74,501 ","6,593 ","5,661 ",16 ,398 ,13 ,402 ,103 ,922 ,17-18,0.51,,,
,,,,"N24'47'37.0""",,,,,,,南,"3.6,3.6",0.00,2.4,"7,331 ","70,896 ","6,274 ","5,334 ",16 ,336 ,12 ,453 ,123 ,652 ,14-15,,,,
新竹縣,Ⅰ-I21,香山聯絡道,83K+700,"E120'53'53.4""",台61線,香山~內湖,78K+000~83K+700,平原區,5.7,18.8,北,"3.9,3.7",0.00,0.5,"4,875 ","25,901 ","4,544 ","4,105 ",10 ,163 ,4 ,142 ,120 ,967 ,17-18,0.51,,,
,,,,"N24'44'39.6""",,,,,,,南,"3.7,3.7",0.00,0.7 ,"5,060 ","27,434 ","4,813 ","4,383 ",13 ,177 ,3 ,100 ,137 ,535 ,16-17,,,,
新竹縣,Ⅰ-I22,香山南港,85K+150,"E120'53'10.3""",台61線,內湖~崎頂,83K+700~87K+550,平原區,3.9,21.8,北,"3.5,3.5",0.00,2.5 ,"5,152 ","18,849 ","4,833 ","4,412 ",12 ,132 ,5 ,144 ,128 ,"1,022 ",17-18,0.50,40 ,162 ,"(平日)自行車車輛數(輛/日)：47
(假日)自行車車輛數(輛/日)：179"
,,,,"N24'44'13.0""",,,,,,,南,"3.7,3.8",0.00,2.2 ,"5,069 ","18,864 ","4,837 ","4,449 ",10 ,130 ,3 ,106 ,139 ,502 ,17-18,,114 ,203 ,"(平日)自行車車輛數(輛/日)：123
(假日)自行車車輛數(輛/日)：276"
,,,,,,合計,,,83.3,,,,,," 134,339 "," 898,888 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-I23,里程牌,1K+900,"E121'22'50.3""",台61甲線,台北港~八里,0K+000~2K+888,平原區,2.9,21.6,北,"3.5,3.5",0.00,2.4,"9,647 ","18,856 ","6,502 ","4,582 ",28 ,314 ,0 ,"1,502 ",76 ,"1,230 ",17-18,0.62,,,
,,,,"N25'08'37.1""",,,,,,,南,"3.5,3.5",0.00,2.4,"14,594 ","30,134 ","10,391 ","7,529 ",67 ,631 ,2 ,"1,964 ",198 ,"1,566 ",07-08,,,,
,,,,,,合計,,,2.9,,,,,," 24,241 "," 48,990 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-I24,中崙瑪陵,1K+800,"E121'41'48.6""",台62線,基隆安樂端~瑪東系統交流道,0K+000~2K+035,平原區,2.0,23.0,東,"3.8,3.8",0.00,2.5,"9,905 ","18,744 ","9,372 ","8,604 ",296 ,270 ,0 ,138 ,64 ,"1,067 ",16-17,0.50,,,分離車道
,,,,"N25'07'41.4""",,,,,,,西,"3.7,3.8",0.00,2.5,"9,789 ","18,430 ","9,215 ","8,481 ",232 ,243 ,3 ,180 ,76 ,"1,145 ",12-13,,,,分離車道
基隆市,Ⅰ-I25,大埔,2K+700,"E121'41'49.8""",台62線,瑪東系統交流道~大華系統交流道,2K+035~5K+635,平原區,3.6,27.5,東,"3.5,3.6,3.6",0.00,1.8 ,"17,591 ","54,918 ","15,255 ","13,440 ",313 ,446 ,5 ,986 ,65 ,"1,648 ",15-16,0.51,,,
,,,,"N25'07'13.4""",,,,,,,西,"3.5,3.6,3.6",0.00,1.8 ,"18,309 ","57,092 ","15,859 ","14,016 ",272 ,432 ,4 ,"1,060 ",75 ,"2,146 ",07-08,,,,
新北市,Ⅰ-I26,自強隧道,7K+300,"E121'42'54.2""",台62線,大華系統交流道~暖暖交流道,5K+635~9K+405,平原區,3.8,22.5,東,"3.7,3.7",0.00,2.5,"31,626 ","100,282 ","26,390 ","23,009 ",310 ,616 ,14 ,"2,384 ",57 ,"2,772 ",12-13,0.52,,,
,,,,"N25'06'9.1""",,,,,,,西,"3.8,3.8",0.00,2.5,"28,991 ","92,636 ","24,378 ","21,348 ",267 ,578 ,27 ,"2,083 ",75 ,"2,724 ",07-08,,,,
新北市,Ⅰ-I27,四腳亭隧道,11K+500,"E121'45'16.8""",台62線,暖暖交流道~四腳亭交流道,9K+405~13K+800,平原區,4.4,22.5,東,"3.7,3.8",0.00,2.5,"30,666 ","112,306 ","25,524 ","22,077 ",295 ,707 ,29 ,"2,312 ",104 ,"2,716 ",12-13,0.50,,,
,,,,"N25'06'8.7""",,,,,,,西,"3.7,3.8",0.00,2.5,"30,171 ","111,496 ","25,340 ","21,984 ",339 ,741 ,41 ,"2,126 ",109 ,"2,787 ",17-18,,,,
基隆市,Ⅰ-I28,瑞芳,13K+800,"E121'46'29.0""",台62線,四腳亭交流道~瑞芳交流道,13K+800~16K+000,平原區,2.2,24.7,東,"3.8,3.7",0.00,3.4,"20,704 ","39,488 ","17,949 ","16,007 ",277 ,369 ,25 ,"1,204 ",67 ,"2,102 ",12-13,0.51,,,分離車道
,,,,"N25'06'37.4""",,,,,,,西,"3.8,3.7",0.00,4.0,"19,932 ","38,064 ","17,302 ","15,397 ",260 ,386 ,34 ,"1,137 ",88 ,"2,344 ",15-16,,,,分離車道
新北市,Ⅰ-I29,龍潭堵隧道,16K+700,"E121'48'6.5""",台62線,瑞芳交流道~瑞芳瑞濱端,16K+000~18K+821,平原區,2.8,24.0,東,"3.7,3.8",0.00,3.0,"9,350 ","20,171 ","7,204 ","5,842 ",76 ,249 ,22 ,977 ,38 ,"1,301 ",12-13,0.51,,,
,,,,"N25'06'59.1""",,,,,,,西,"3.7,3.8",0.00,3.0,"9,147 ","19,477 ","6,956 ","5,582 ",42 ,221 ,27 ,"1,016 ",68 ,"1,383 ",15-16,,,,
,,,,,,合計,,,18.8,,,,,," 236,181 "," 683,104 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-I30,2號隧道,2K+250,"E121'46'17.2""",台62甲線,基隆中正端~孝東交流道,0K+000~3K+200,平原區,3.2,20.0,東,"3.5,3.5",0.00,2.0,"6,421 ","13,472 ","4,210 ","3,014 ",12 ,69 ,0 ,"1,090 ",25 ,591 ,15-16,0.50,,,
,,,,"N25'08'14.0""",,,,,,,西,"3.5,3.5",0.00,2.0,"6,535 ","13,738 ","4,293 ","3,078 ",15 ,80 ,1 ,"1,100 ",19 ,744 ,07-08,,,,
新北市,Ⅰ-I31,3號隧道,5K+050,"E121'46'31.1""",台62甲線,孝東交流道~四腳亭交流道,3K+200~5K+622,平原區,2.4,21.0,東,"3.5,3.5",0.00,2.5,"10,949 ","20,472 ","8,530 ","7,021 ",53 ,292 ,0 ,"1,130 ",34 ,"1,323 ",07-08,0.50,,,
,,,,"N25'06'51.6""",,,,,,,西,"3.5,3.5",0.00,2.5,"10,755 ","20,153 ","8,397 ","6,957 ",67 ,221 ,1 ,"1,113 ",38 ,966 ,17-18,,,,
,,,,,,合計,,,5.6,,,,,," 34,660 "," 67,835 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-I32,八里交流道,1K+100,"E121'23'54.5""",台64線,台北港~八里交流道,0K+000~1K+100,平原區,1.1,21.6,東,"3.5,3.5",0.00,2.4,"10,723 ","7,719 ","7,017 ","4,714 ",38 ,287 ,3 ,"1,803 ",172 ,"1,421 ",17-18,0.59,,,
,,,,"N25'08'30.4""",,,,,,,西,"3.5,3.5",0.00,2.4,"14,491 ","11,231 ","10,210 ","7,323 ",71 ,470 ,2 ,"2,060 ",284 ,"1,723 ",07-08,,,,
新北市,Ⅰ-I33,觀音山隧道,2K+700,"E121'24'8.7""",台64線,八里交流道~觀音山交流道,1K+100~6K+474,平原區,5.4,21.6,東,"3.5,3.5",0.00,2.4,"27,469 ","118,730 ","21,987 ","17,903 ",147 ,"1,113 ",11 ,"2,481 ",332 ,"3,136 ",17-18,0.51,,,分離車道
,,,,"N25'07'42.3""",,,,,,,西,"3.5,3.5",0.00,2.4,"26,197 ","112,774 ","20,884 ","16,870 ",182 ,"1,097 ",11 ,"2,392 ",332 ,"3,046 ",07-08,,,,分離車道
新北市,Ⅰ-I34,五股一交流道,8K+300,"E121'26'56.5""",台64線,觀音山交流道~五股一交流道,6K+474~10K+200,平原區,3.7,21.6,東,"3.5,3.5",0.00,2.4,"28,663 ","85,252 ","23,041 ","19,078 ",137 ,921 ,11 ,"2,595 ",299 ,"2,943 ",17-18,0.50,,,
,,,,"N25'06'24.7""",,,,,,,西,"3.5,3.5",0.00,2.4,"28,054 ","83,861 ","22,665 ","18,506 ",186 ,"1,058 ",8 ,"2,464 ",443 ,"3,100 ",07-08,,,,
新北市,Ⅰ-I35,五股二交流道,10K+800,"E121'26'51.8""",台64線,五股一交流道~三重交流道,10K+200~15K+028,平原區,4.8,21.6,東,"3.5,3.5",0.00,2.4,"36,187 ","152,520 ","31,775 ","28,211 ",184 ,956 ,13 ,"1,992 ",419 ,"2,999 ",17-18,0.53,,,
,,,,"N25'05'19.4""",,,,,,,西,"3.5,3.5",0.00,2.4,"30,500 ","133,982 ","27,913 ","25,197 ",175 ,834 ,8 ,"1,144 ",555 ,"3,074 ",07-08,,,,
新北市,Ⅰ-I36,江子翠交流道,16K+400,"E121'28'46.6""",台64線,三重交流道~板橋交流道,15K+028~20K+880,平原區,5.9,19.2,東,"3.5,3.5",0.00,1.2,"33,489 ","190,659 ","32,315 ","30,427 ",246 ,865 ,3 ,384 ,390 ,"2,822 ",17-18,0.54,,,
,,,,"N25'02'55.1""",,,,,,,西,"3.5,3.5",0.00,1.2,"38,559 ","220,666 ","37,401 ","35,271 ",259 ,950 ,3 ,381 ,537 ,"3,445 ",07-08,,,,
新北市,Ⅰ-I37,板橋交流道,22K+150,"E121'28'30.5""",台64線,板橋交流道~新店,20K+880~28K+390,平原區,7.5,21.6,東,"3.5,3.5",0.00,2.4,"50,583 ","370,042 ","49,339 ","46,708 ",808 ,962 ,3 ,290 ,568 ,"3,899 ",08-09,0.52,,,"23:00-5:00
捷運施工"
,,,,"N25'00'48.8""",,,,,,,西,"3.5,3.5",0.00,2.4,"55,617 ","407,535 ","54,338 ","51,372 ",889 ,"1,159 ",4 ,255 ,659 ,"3,977 ",08-09,,,,"23:00-5:00
捷運施工"
,,,,,,合計,,,28.4,,,,,," 380,532 "," 1,894,971 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新北市,Ⅰ-I38,泰山交流道,1K+400,"E121'26'31.8""",台65線,五股端~新莊一交流道,0K+000~1K+825,平原區,1.8,19.8,北,"3.5,3.5",0.00,1.5,"36,252 ","60,592 ","33,662 ","31,157 ",368 ,935 ,12 ,996 ,194 ,"2,621 ",08-09,0.53,,,
,,,,"N25'03'19.1""",,,,,,,南,"3.5,3.5",0.00,1.5,"32,465 ","54,295 ","30,164 ","27,901 ",324 ,838 ,13 ,887 ,201 ,"2,567 ",17-18,,,,
新北市,Ⅰ-I39,新莊二交流道,3K+800,"E121'26'31.5""",台65線,新莊一交流道~板橋一交流道,1K+825~5K+350,平原區,3.5,26.8,北,"3.5,3.5,3.5",0.00,1.5,"31,357 ","101,570 ","29,020 ","26,749 ",315 ,831 ,14 ,908 ,203 ,"2,490 ",08-09,0.53,,,
,,,,"N25'01'59.0""",,,,,,,南,"3.5,3.5,3.5",0.00,1.5,"27,658 ","89,128 ","25,465 ","23,312 ",274 ,815 ,16 ,848 ,200 ,"2,394 ",17-18,,,,
新北市,Ⅰ-I40,板橋二交流道,8K+350,"E121'26'51.0""",台65線,板橋一交流道~土城一交流道,5K+350~10K+706,平原區,5.4,19.8,北,"3.5,3.5",0.00,1.5,"31,354 ","156,514 ","28,984 ","26,929 ",370 ,653 ,12 ,934 ,86 ,"2,626 ",08-09,0.51,,,
