一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 統 計 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第五區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
嘉義市,V-65,嘉太大橋,7K+500,187154.060,台18線,太保~嘉義市界,0K+000~8K+510,平原區,8.51,27.2,東,"3.6,3.5,3.5",2.2,0.8,"10,824","94,076","11,055","8,789",121,408,0,11,"1,726","1,318",17～18,0.57 ,1 ,1 ,
,,,,2598370.582,,,,,,,西,"3.6,3.5,3.5",2.2,0.8,"10,637","92,450","10,864","8,794",109,361,0,8,"1,592",983,7～8,,22 ,32 ,
雲林縣,V-66,軍輝橋,17K+650,194709.178,台18線,嘉義市界~後庄,8K+510~18K+152,平原區,9.64,16.9,東,"3.6,3.5",-,0.2,"19,352","238,153","24,705","10,417",94,300,1,3,"13,891","1,719",7～8,0.51 ,,,
,,,,2594951.406,,,,,,,西,"3.5,3.5",-,2.6,"18,813","231,681","24,033","10,018",126,294,1,2,"13,593","1,650",18～19,,,,
嘉義縣,V-67,中庄橋,19K+120,195744.996,台18線,後庄~大義,18K+152~20K+200,平原區,2.048,15.8,東,"3.4,3.5",-,2,"6,667","15,527","7,582","4,784",93,106,0,10,"2,588",546,17～18,0.53 ,,,
,,,,2594350.637,,,,,,,西,"3.5,3.4",-,0,"6,509","15,134","7,390","4,502",76,204,0,9,"2,598",627,17～18,,,,
嘉義縣,V-I45,大義路,20K+750,197914.165,台18線,大義~頂六,20K+200~21K+500,平原區,1.3,16,東,"3.0,3.5",-,1.5,"13,608","18,801","14,462","11,066",182,324,4,16,"2,870","1,173",7～8,0.52 ,,,
,,,,2594074.797,,,,,,,西,"3.0,3.5",-,1.5,"13,546","18,816","14,474","11,354",147,145,4,20,"2,805","1,291",17～18,,,,
嘉義縣,V-I46,頂六,21K+750,196949.592,台18線,頂六~中埔,21K+500~22K+133,平原區,0.633,14.3,東,"3.0,3.0",-,2,"12,986","8,740","13,808","10,261",289,193,3,65,"2,996","1,234",11～12,0.54 ,,,
,,,,2594345.136,,,,,,,西,"3.0,3.0",-,0.3,"12,915","8,721","13,777","10,231",274,185,1,59,"3,026","1,448",15～16,,,,
嘉義縣,V-68,義仁橋,24K+250,200761.260,台18線,中埔~吳鳳廟,22K+133~27K+115,平原區,4.98,17.5,東,"3.2,3.5",-,2.1,"8,899","45,110","9,058","6,607",336,366,4,75,"1,670","1,309",17～18,0.55 ,,,
,,,,2593316.368,,,,,,,西,"3.2,3.5",-,2,"9,202","46,564","9,350","6,814",336,434,5,67,"1,694","1,051",10～11,,,,
嘉義縣,V-69,牛埔仔,31K+100,206877.439,台18線,吳鳳廟~觸口,27K+115~34K+353,平原區,7.24,12.1,東,3.5,2,0.4,"5,264","36,350","5,021","4,162",267,138,0,26,428,"1,403",15～16,0.75 ,,,
,,,,2593935.049,,,,,,,西,3.5,2,0.7,"5,206","35,945","4,965","4,069",276,139,0,27,454,,,,,,
嘉義縣,V-70,龍美,50K+200,214385.274,台18線,觸口~石桌,34K+353~62K+993,丘陵區,58.64,7.1,東,3,-,0.3,"2,780","133,523","2,277","1,859",212,71,0,1,134,790,15～16,0.67 ,,,
,,,,2589346.891,,,,,,,西,3.3,-,0.5,"2,571","121,678","2,075","1,651",211,72,0,0,140,,,,,,
嘉義縣,V-71,石桌,64K+100,219069.445,台18線,石桌~十字路,62K+993~76K+993,山嶺區,14,20,北,4.4,-,1.2,"6,610","53,054","3,790","3,205",218,86,0,0,280,"1,627",14～15,0.58 ,,,
,,,,2596709.432,,,,,,,南,4.5,-,1,"6,201","49,212","3,515","2,919",229,76,0,1,290,,,,,,
嘉義縣,V-72,十字路,76K+993,225032.562,台18線,十字路~自忠,76K+993~90K+996,山嶺區,14,7.7,東,3.1,-,0.9,"2,863","19,746","1,410","1,083",196,31,0,1,100,838,11～12,0.51 ,,,
,,,,2598786.661,,,,,,,西,3.4,-,0.3,"2,995","21,008","1,501","1,182",191,35,0,0,93,,,,,,
,,,,,,合計,,,121.9,,,,,," 191,933 "," 1,317,510 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲林縣,V-73,新闢外環,43K+875,185316.089,台19線,自強大橋~崙背,35K+885~43K+875,平原區,7.99,20.2,北,"3.5,3.6",2,1,"1,310","9,467","1,185",712,8,254,3,22,185,113,11～12,0.56 ,,,
,,,,2629583.094,,,,,,,南,"3.5,3.6",2,1,"1,297","9,549","1,195",719,6,254,2,13,200,145,17～18,,,,
雲林縣,V-74,新庄橋,49K+100,183191.962,台19線,崙背~褒忠,43K+875~52K+893,平原區,9.02,20.2,北,"3.5,3.7",2.3,0.6,"3,676","30,289","3,358","2,208",31,671,5,40,404,305,17～18,0.53 ,,,
,,,,2626058.672,,,,,,,南,"3.5,3.7",2.3,0.6,"3,660","30,177","3,346","2,190",37,672,6,35,406,342,17～18,,,,
雲林縣,V-75,頂厝橋,56K+300,180695.764,台19線,褒忠~元長,52K+893~57K+868,平原區,4.96,26,北,"3.5,3.5",2.5,3.5,"5,084","22,280","4,492","3,495",34,528,4,188,243,462,15～16,0.54 ,,,
,,,,2620211.662,,,,,,,南,"3.5,3.5",2.5,3.5,"4,775","21,407","4,316","3,420",30,513,6,121,225,393,16～17,,,,
雲林縣,V-76,頂寮橋,63K+200,179591.251,台19線,元長~新街,57K+868~66K+353,平原區,8.49,15.8,北,"3.4,3.5",-,1,"5,914","47,202","5,560","3,818",122,561,2,179,876,493,15～16,0.51 ,,,
,,,,2613477.814,,,,,,,南,"3.4,3.5",-,1,"5,821","47,753","5,625","3,920",123,527,3,119,932,506,17～18,,,,
雲林縣,V-77,溝皂,66K+800,178760.221,台19線,新街~北港,66K+353~67K+973,平原區,1.62,17.4,北,"3.5,3.5",-,1.7,"6,591","10,675","6,589","4,161",124,496,3,170,"1,636",490,7～8,0.51 ,,,
,,,,2610049.713,,,,,,,南,"3.5,3.5",-,1.7,"6,432","10,642","6,569","4,200",123,482,3,107,"1,654",508,17～18,,,,
嘉義縣,V-78,港尾二號橋,71K+500,178292.095,台19線,北港~港尾二號橋,67K+973~71K+500,平原區,3.53,17.8,北,"3.4,3.5",-,2,"3,869","15,620","4,425","2,747",17,64,1,17,"1,579",315,7～8,0.50 ,,,
,,,,2605543.396,,,,,,,南,"3.4,3.5",-,2,"3,919","15,950","4,518","2,783",13,64,1,10,"1,648",312,17～18,,,,
嘉義縣,V-79,朴子大橋,81K+293,172884.282,台19線,港尾二號橋~朴子,71K+500~81K+293,平原區,9.79,19.6,北,"3.5,3.5",2,0.8,"8,160","87,886","8,977","5,558",23,153,2,28,"3,214",685,17～18,0.51 ,,,
,,,,2597266.862,,,,,,,南,"3.5,3.5",2,0.8,"8,085","86,893","8,876","5,451",22,194,0,27,"3,180",700,7～8,,,,
嘉義縣,V-80,豐年橋,87K+623,173011.874,台19線,朴子~南勢竹,81K+293~87K+623,平原區,6.33,19.4,北,"3.5,3.5",-,2.7,"3,949","25,782","4,073","2,908",23,161,2,72,908,334,17～18,0.52 ,,,
,,,,2590998.914,,,,,,,南,"3.5,3.5",-,2.7,"3,991","26,175","4,135","2,961",21,162,2,65,924,315,17～18,,,,
嘉義縣,V-81,角帶圍橋,97K+200,173912.720,台19線,南勢竹~台南市界,87K+623~98K+633,平原區,11,16.7,北,"3.7,3.8",-,0.8,"2,888","30,005","2,728","1,751",27,311,2,101,536,233,17～18,0.51 ,,,
,,,,2582958.379,,,,,,,南,"3.6,3.5",-,1.3,"2,805","29,221","2,656","1,765",15,281,0,100,496,244,17～18,,,,
臺南市,V-82,宅港橋,110K+300,169168.881,台19線,嘉義縣界~學甲,98K+633~113K+611,平原區,15,20,北,"3.6,3.6",2,0.8,"2,589","39,641","2,643","2,117",16,63,5,13,429,234,7～8,0.51 ,,,
,,,,2573751.620,,,,,,,南,"3.6,3.6",2,0.8,"2,649","40,644","2,710","2,186",14,54,3,15,437,226,17～18,,,,
臺南市,V-83,新城橋,117K+50,166586.471,台19線,學甲~佳里,113K+611~121K+949,平原區,8.3,19.9,北,"3.6,3.6",2.3,0.4,"6,388","56,681","6,829","4,730",64,123,1,16,"1,895",635,17～18,0.51 ,,,
,,,,2568317.130,,,,,,,南,"3.6,3.7",2.3,0.4,"6,132","54,507","6,567","4,573",63,105,0,12,"1,814",653,7～8,,,,
臺南市,V-84,佳南橋,125K+400,167099.446,台19線,佳里~西港,121K+949~128K+034,平原區,6.1,21.8,北,"3.9,3.6",2,1.7,"13,850","92,888","15,228","9,609",76,158,3,50,"5,332","1,445",17～18,0.54 ,,,
,,,,2560615.161,,,,,,,南,"3.7,3.6",2.3,1,"13,185","87,899","14,410","9,280",81,174,2,46,"4,827","1,717",7～8,,,,
臺南市,V-85,西港大橋,132K+661,171215.204,台19線,西港大橋北端~台南市界,130K+299~132K+661,平原區,2.4,22.2,北,"3.5,3.6",2.5,1.4,"26,636","68,876","28,698","19,685",93,450,6,85,"8,379","3,959",7～8,0.57 ,,,
,,,,2556697.976,,,,,,,南,"3.5,3.7",2.6,1.4,"25,954","67,062","27,943","19,249",101,424,4,83,"8,082","2,978",17～18,,,,
臺南市,V-86,和順北橋,133K+850,169550.516,台19線,台南市界~和順北橋,132K+661~134K+100,平原區,1.4,22.2,北,"3.5,3.5",2.1,2,"18,697","29,238","20,884","11,962",110,272,3,77,"8,460","1,851",8～9,0.51 ,,,
,,,,2552493.006,,,,,,,南,"3.5,3.5",2.1,2,"19,272","30,205","21,575","12,303",115,324,5,50,"8,778","1,910",17～18,,,,
臺南市,V-87,頂溪寮大橋,139K+700,169606.318,台19線,和順北橋~六甲頂,134K+100~139K+800,平原區,5.7,17.8,北,"3.3,3.1",2.1,0.2,"30,637","213,821","37,512","13,605",131,182,1,20,"23,575","3,125",7～8,0.51 ,,,
,,,,2547227.935,,,,,,,南,"3.3,3.5",2.1,0.2,"31,090","216,230","37,935","14,205",127,153,0,21,"23,428","3,038",7～8,,,,
,,,,,,合計,,,101.6,,,,,," 279,304 "," 1,554,662 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市,V-88,太子橋,1K+050,175541.058,台19甲線,鹽水~鐵線橋,0K+000~5K+338,平原區,5.3,12.7,北,3.5,2.1,0.8,"4,799","29,101","5,491","2,703",12,346,18,48,"2,364",955,17～18,0.62 ,,,
,,,,2578570.062,,,,,,,南,3.6,2.1,0.6,"4,364","26,485","4,997","2,348",13,335,20,48,"2,233",,,,,,
臺南市,V-89,中庄,7K+500,175765.516,台19甲線,鐵線橋~下營,5K+338~9K+575,平原區,4.2,13.7,北,4.1,2,1,"3,347","15,928","3,792","2,526",6,81,1,22,"1,156",637,17～18,0.57 ,,,
,,,,2572528.859,,,,,,,南,3.6,2,1,"3,262","15,446","3,678","2,380",5,88,1,37,"1,167",,,,,,
臺南市,V-90,玄武橋,11K+300,175253.060,台19甲線,下營~麻豆,9K+575~16K+626,平原區,7.1,12,北,3.7,2,0.3,"4,545","35,519","5,003","3,447",14,156,3,23,"1,359",799,17～18,0.55 ,,,
,,,,2568907.844,,,,,,,南,3.6,2,0.4,"4,203","32,741","4,611","3,149",16,153,1,27,"1,266",,,,,,
臺南市,V-91,麻善大橋,18K+500,174742.640,台19甲線,麻豆~麻善大橋,16K+626~18K+750,平原區,2.1,17.4,北,"3.3,3.3",2,0.1,"10,514","24,519","11,676","7,300",69,79,5,9,"4,214","1,282",17～18,0.62 ,,,
,,,,2563097.422,,,,,,,南,"3.3,3.3",2,0.1,"10,854","25,169","11,985","7,686",70,84,2,13,"4,130","2,133",7～8,,,,
臺南市,V-92,善化國中,22K+280,177089.957,台19甲線,麻善大橋~善化,18K+750~24K+673,平原區,5.9,17.9,北,"3.0,3.0",2,1,"7,713","50,171","8,504","5,502",39,50,1,16,"2,896",814,17～18,0.57 ,,,
,,,,2560679.298,,,,,,,南,"3.0,3.0",2,0.9,"7,567","49,008","8,306","5,352",46,99,3,10,"2,796","1,088",7～8,,,,
臺南市,V-93,三舍二號橋,28K+230,177781.999,台19甲線,善化~新市,24K+673~31K+962,平原區,7.3,18.2,北,"3.3,3.3",2,0.5,"7,809","64,088","8,779","5,253",25,66,2,4,"3,429",774,7～8,0.51 ,,,
,,,,2555330.365,,,,,,,南,"3.3,3.3",2,0.5,"7,601","62,161","8,515","5,173",35,61,2,3,"3,242",737,7～8,,,,
臺南市,V-94,地政事務所,33K+505,178154.823,台19甲線,新市~新化,31K+962~34K+000,平原區,2.038,17.8,北,"3.6,4.0",-,1.3,"9,044","21,922","10,757","5,821",59,168,0,24,"4,685","1,314",7～8,0.53 ,,,
,,,,2550615.376,,,,,,,南,"3.6,4.0",-,1.3,"9,551","23,286","11,426","6,198",60,108,0,27,"5,032","1,171",17～18,,,,
臺南市,V-95,一號橋南端,35K+883,151022.548,台19甲線,新化~新化,34K+000~35K+883,平原區,11.8,23.6,北,"3.6,3.6",3.6,1,"2,232","26,577","2,252","1,664",5,99,2,30,453,256,7～8,0.52 ,,,
,,,,2548404.356,,,,,,,南,"3.6,3.6",3.6,1,"2,283","26,944","2,283","1,753",7,110,1,27,385,278,17～18,,,,
臺南市,V-96,許縣溪橋,39K+700,180791.727,台19甲線,新化~關廟,35K+883~45K+061,平原區,9.2,19.6,北,"3.8,4.1",-,1.8,"8,881","90,173","9,801","6,746",32,164,5,47,"2,807","1,320",7～8,0.57 ,,,
,,,,2541304.061,,,,,,,南,"4.2,4.2",-,1.5,"8,693","89,082","9,683","6,485",32,166,3,44,"2,953","1,002",17～18,,,,
臺南市,V-97,保安橋,51K+750,182715.893,台19甲線,關廟~高雄市界,45K+061~55K+294,平原區,10.2,11.1,北,4,-,1.5,"3,419","42,355","4,152","2,114",32,92,0,40,"1,875",647,7～8,0.56 ,,,
,,,,2536364.106,,,,,,,南,4.3,-,1.3,"3,357","41,446","4,063","2,029",32,96,2,45,"1,858",,,,,,
,,,,,,合計,,,65.1,,,,,," 124,036 "," 792,120 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市,V-98,高等法院(中山路),0K+650,169055.205,台20線,小西門~火車站,0K+000~1K+864,平原區,1.9,19.6,東,"3.0,3.0",2,1.6,"15,148","35,282","18,569","6,154",365,14,0,0,"12,036","1,294",17～18,0.54 ,,,
,,,,2544059.198,,,,,,,西,"3.0,3.0",2,2,"13,261","30,688","16,152","5,511",362,15,0,0,"10,264","1,094",17～18,,,,
臺南市,V-99,台南公園(北門路),1K+864,169302.049,台20線,火車站~開元橋,1K+864~2K+732,平原區,0.8,24.8,東,"3.5,3.5",3.5,3,"41,336","40,891","51,114","15,830",646,360,0,1,"34,278","3,383",17～18,0.51 ,,,
,,,,2544587.225,,,,,,,西,"3.5,3.5",2.6,1.7,"40,411","39,889","49,861","15,371",785,330,0,2,"33,373","3,229",17～18,,,,
臺南市,V-I00,開元橋,3K+170,170678.826,台20線,開元橋~台南市界,2K+732~3K+210,平原區,0.5,17.7,東,"3.4,3.4",-,2,"22,429","15,057","30,114","10,386",159,59,0,4,"19,506","1,688",17～18,0.56 ,,,
,,,,2545736.830,,,,,,,西,"3.4,3.5",-,2,"26,805","18,350","36,701","11,475",147,64,0,2,"25,013","2,160",18～19,,,,
臺南市,V-I01,陸軍砲訓部,5K+200,172495.309,台20線,台南市界~陸軍砲訓部,3K+210~5K+200,平原區,2,18.8,東,"3.5,3.5",-,1.6,"31,559","81,955","40,978","16,460",178,217,0,13,"24,108","3,204",16～17,0.56 ,,,
,,,,2546721.045,,,,,,,西,"3.5,3.5",-,3.2,"28,643","74,809","37,404","14,348",154,301,2,19,"22,580","2,475",17～18,,,,
臺南市,V-I02,蜈東橋,7K+650,174659.856,台20線,陸軍砲訓部~蜈東橋,5K+200~7K+750,平原區,2.6,18.5,東,"3.7,4.0",-,1.7,"12,932","40,839","15,707","7,683",106,244,0,50,"7,625","1,659",7～8,0.51 ,,,
,,,,2547667.951,,,,,,,西,"3.7,4.3",-,1.1,"13,472","42,457","16,330","7,800",103,411,1,37,"7,977","1,588",17～18,,,,
臺南市,V-I03,開運橋,10K+500,176913.531,台20線,蜈東橋~新化,7K+750~12K+500,平原區,4.8,18.8,東,"3.6,3.6",-,2.4,"14,048","79,602","16,584","9,088",74,250,6,65,"7,101","1,535",17～18,0.53 ,,,
,,,,2548243.741,,,,,,,西,"3.6,3.6",-,2,"14,094","79,853","16,636","9,126",77,269,2,61,"7,101","1,765",7～8,,,,
臺南市,V-I04,春雨橋,16K+500,182114.783,台20線,新化~豐德,12K+500~20K+427,平原區,7.9,19,東,"3.3,3.3",2,0.9,"9,362","74,573","9,440","6,632",86,744,3,41,"1,934","1,132", 9～10,0.50 ,,,
,,,,2551571.443,,,,,,,西,"3.3,3.3",2,0.9,"9,144","73,155","9,260","6,500",87,739,2,21,"1,911","1,145",16～17,,,,
臺南市,V-I05,拔馬橋,25k+374,2265651.584,台20線,豐德~左鎮,20K+130~25K+753,丘陵區,4.9,19,東,"3.6,3.6",2,0.3,"5,081","25,652","5,235","4,295",10,52,0,11,866,885,16～17,0.57 ,,,
,,,,2687469.856,,,,,,,西,"3.6,3.6",2,0.3,"5,242","26,480","5,404","4,390",11,65,0,10,928,655,10～11,,,,
臺南市,V-I06,玉井橋,35K+441,194496.093,台20線,左鎮~玉井,25K+753~37K+100,丘陵區,11.7,28.4,東,"3.6,3.6,3.6",2,1,"5,814","72,105","6,163","4,168",85,100,0,2,"1,808",680,16～17,0.55 ,,,
,,,,2557364.175,,,,,,,西,"3.6,3.6,3.6",3,0.8,"5,902","73,229","6,259","4,275",80,101,0,0,"1,801",552,10～11,,,,
臺南市,V-I07,頭份橋,42k+759,198433.463,台20線,玉井~高雄市界,37K+100~52k+301,丘陵區,16.3,18.2,東,"3.5,3.5",-,2,"1,924","31,822","1,952","1,473",20,76,0,7,377,351,15～16,0.57 ,,,
,,,,2552621.535,,,,,,,西,"3.6,3.6",-,2,"1,962","32,586","1,999","1,504",20,71,0,8,396,261,10～11,,,,
,,,,,,合計,,,53.4,,,,,," 318,569 "," 989,274 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市,V-I08,人仰橋,5K+150,194390.128,台20乙線,左鎮~南化,0K+000~8K+176,丘陵區,8.2,15,東,4,2,1.5,"1,461","12,825","1,564","1,202",11,19,0,0,331,338,15～16,0.62 ,,,
,,,,2549515.383,,,,,,,西,4,2,1.5,"1,429","12,527","1,528","1,166",12,16,0,3,331,,,,,,
,,,,,,合計,,,8.2,,,,,," 2,890 "," 25,352 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,V-I09,高保大橋,8K+000,181096.477,台37線,新港~高保大橋,0K+000~8K+000,平原區,8,22.6,北,"3.5,3.5",-,0.8,"3,653","29,225","3,512","3,376",29,58,3,46,0,335,15～16,0.51 ,,,
,,,,2598535.085,,,,,,,南,"3.5,3.5",-,1.2,"3,494","27,952","3,375","3,251",22,65,1,37,0,345,16～17,,,,
嘉義縣,"V-I09
側車道",高保大橋,8K+000,181096.477,台37線,新港~高保大橋,0K+000~8K+000,平原區,8,6.4,北,3.5,2.2,0.8,653,"6,275",784,309,1,8,0,2,465,90,17～18,0.57 ,,,
,,,,2598535.085,,,,,,,南,3.1,2.2,1.2,556,"5,397",675,232,8,8,0,1,426,69,7～8,,,,
嘉義縣,V-I10,春珠,13K+800,180807.627,台37線,高保大橋~鹿草,8K+000~14K+380,平原區,6.38,22.3,北,"3.5,3.5,3.3",-,0.8,"4,446","27,515","4,313","4,157",43,71,1,37,3,416, 9～10,0.57 ,,,
,,,,2592939.278,,,,,,,南,"3.5,3.5,3.3",-,0.9,"3,261","20,107","3,152","3,021",42,56,0,30,1,308,15～16,,,,
嘉義縣,"V-I10
側車道",春珠,13K+800,180807.627,台37線,高保大橋~鹿草,8K+000~14K+380,平原區,6.38,5.6,北,3.3,1.9,0.8,287,"2,105",330,148,0,7,0,2,172,41,7～8,0.74 ,,,
,,,,2592939.278,,,,,,,南,3.3,2,0.9,"1,112","7,244","1,135",914,5,24,1,8,184,117,17～18,,,,
,,,,,,合計,,,14.4,,,,,," 17,461 "," 125,821 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市,V-I11,保吉路北側,3K+100,176822.211,台39線,新化~保吉路北側,0K+000~3K+100,平原區,3.1,26.9,北,"3.6,3.6,4.7",-,1.6,"8,236","29,508","9,519","5,626",15,141,3,53,"3,681","1,147",7～8,0.54 ,,,
,,,,2545278.519,,,,,,,南,"3.6,3.6,4.6",-,1.6,"7,887","28,291","9,126","5,332",18,128,6,55,"3,587",962,17～18,,,,
臺南市,V-I12,中山路南側,7K+700,175342.280,台39線,保吉路北側~歸仁,3K+100~8K+000,平原區,4.9,25.6,北,"3.5,3.5,4.6",-,1.6,"6,767","37,259","7,604","4,570",58,172,2,69,"2,734",805,17～18,0.51 ,43 ,95 ,
,,,,2541038.853,,,,,,,南,"3.6,3.6,4.6",-,0.6,"7,058","38,970","7,953","4,720",60,160,9,74,"2,930",834,7～8,,68 ,125 ,
臺南市,V-I13,南160線北側,14K+550,177570.000,台39線,歸仁~高雄市市界,8K+000~16K+408,平原區,8.4,26.8,北,"3.6,3.6",4.5,1.7,"4,324","38,243","4,553","2,759",11,257,0,41,"1,485",472,17～18,0.51 ,,,
,,,,2534497.600,,,,,,,南,"3.6,3.6",4.6,1.6,"4,320","38,503","4,584","2,787",9,277,1,19,"1,490",482,17～18,,,,
,,,,,,合計,,,16.4,,,,,," 38,592 "," 210,774 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲林縣,V-I14,快速公路,216K+150,176390.779,台61線,快速公路~麥寮,216K+000~224K+851,平原區,8.9,19,北,"3.5,3.5",-,2.5,"5,014","32,209","3,619","2,551",12,356,58,563,79,459,10～11,0.64 ,,,
,,,,2632322.522,,,,,,,南,"3.5,3.5",-,2.5,"5,523","36,446","4,095","3,045",26,337,33,601,53,824,17～18,,,,
雲林縣,V-I15,快速公路,226K+450,170826.846,台61線,麥寮~五港,224K+851~230K+031,平原區,5.2,19,北,"3.5,3.5",-,2.5,"6,054","24,435","4,699","3,724",58,219,37,586,74,666,17～18,0.50 ,,,
,,,,2623448.836,,,,,,,南,"3.5,3.5",-,2.5,"6,636","27,537","5,296","4,199",64,216,66,570,180,676,17～18,,,,
雲林縣,V-I16,快速公路,234K+000,165919.350,台61線,五港~飛沙,230K+031~238K+737,平原區,8.7,20.2,北,"3.5,3.6",-,3,"7,318","51,089","5,872","4,377",45,704,56,515,176,696,18～19,0.55 ,,,
,,,,2620557.591,,,,,,,南,"3.5,3.6",-,3,"6,539","45,098","5,184","3,954",48,570,27,510,73,864,15～16,,,,
雲林縣,V-I17,青蚶,245K+500,163628.120,台61線,飛沙~濱海橋,238K+737~248K+200,平原區,2.2,21.2,北,"3.5,3.5",-,3,"4,099","7,075","3,216","2,557",42,191,16,374,36,692,16～17,0.53 ,,,
,,,,2609817.902,,,,,,,南,"3.5,3.5",-,3,"5,632","9,923","4,511","3,644",35,247,50,456,78,608,18～19,,,,
雲林縣,V-I18,成龍大橋,250K+700,165581.748,台61線,成龍大橋~水井,250K+400~254K+500,平原區,4.1,20,北,"3.5,3.5",-,3,"4,608","15,238","3,717","3,043",45,183,21,377,48,764,16～17,0.54 ,,,
,,,,2605742.972,,,,,,,南,"3.5,3.5",-,3,"6,163","20,541","5,010","4,126",41,244,53,468,78,643,18～19,,,,
雲林縣,V-I19,雲嘉大橋,257K+119,165401.575,台61線,水井~雲嘉大橋,254K+500~257K+119,平原區,2.6,18,北,"3.5,3.5",-,2,"6,966","14,787","5,687","4,097",65,596,19,531,379,859,16～17,0.57 ,,,
,,,,2599999.307,,,,,,,南,"3.5,3.5",-,2,"6,293","12,490","4,804","3,234",46,767,63,514,180,657,11～12,,,,
嘉義縣,V-I20,網寮橋,266K+200,164338.259,台61線,雲嘉大橋~布袋,257K+119~269K+078,平原區,12,19.6,北,"3.5,3.5",-,2.8,"6,204","60,547","5,046","4,148",76,264,31,474,53,911,16～17,0.51 ,,,
,,,,2591578.404,,,,,,,南,"3.5,3.5",-,2.8,"6,893","68,847","5,737","4,800",71,275,53,455,84,859,15～16,,,,
嘉義縣,"V-I20
側車道",網寮橋,266K+200,164338.259,台61線,雲嘉大橋~布袋,257K+119~269K+078,平原區,12,19.6,北,"3.5,3.5",-,2.8,371,"4,731",394,288,0,19,0,1,87,51,16～17,0.51 ,,,
,,,,2591578.404,,,,,,,南,"3.5,3.5",-,2.8,406,"5,388",449,290,1,20,0,1,138,53,14～15,,,,
嘉義縣,V-I21,龍宮溪橋,273K+100,163623.045,台61線,布袋~嘉南大橋,269K+078~279K+423,平原區,10.3,19.6,北,"3.5,3.5",-,2.8,"4,499","35,629","3,459","2,706",31,198,26,447,51,506,16～17,0.50 ,,,
,,,,2585152.401,,,,,,,南,"3.5,3.5",-,2.8,"5,027","40,787","3,960","3,134",34,222,54,432,84,503,18～19,,,,
嘉義縣,"V-I21
側車道",龍宮溪橋,273K+100,163623.045,台61線,布袋~嘉南大橋,269K+078~279K+423,平原區,10.3,14.4,北,"3.5,3.5",-,0.2,"2,004","20,521","1,992","1,707",37,61,1,14,171,396,15～16,0.51 ,,,
,,,,2585152.401,,,,,,,南,"3.5,3.5",-,0.2,"2,061","21,075","2,046","1,743",31,69,2,18,184,420,16～17,,,,
臺南市,V-I22,鯤港橋,283K,161093.627,台61線,南鯤鯓~北門交流道,279K+423~283K+700,平原區,4.3,20,北,"3.5,3.5",-,3.0,"5,801","19,359","4,502","3,422",48,252,24,585,171,641,15～16,0.51 ,,,
,,,,2576150.120,,,,,,,南,"3.5,3.5",-,3.0,"6,299","21,388","4,974","3,825",48,263,55,572,211,617,17～18,,,,
臺南市,V-I23,永華橋(華安橋),288K+500,158546.697,台61線,北門交流道~三寮灣交流道,283K+700~288K+700,平原區,5,20,北,"3.5,3.5",-,3.0,"2,840","14,039","2,808","2,551",33,64,2,18,140,300,15～16,0.55 ,,,
,,,,2571421.075,,,,,,,南,"3.5,3.5",-,3.0,"3,161","15,597","3,119","2,898",18,73,0,20,110,368,15～16,,,,
臺南市,V-I24,將軍,292K+950,157565.262,台61線,三寮灣交流道~青鯤鯓,288K+700~294K+310,平原區,5.6,20,北,"3.5,3.5",-,3.0,"1,005","5,358",957,825,8,47,0,21,55,132,16～17,0.65 ,,,
,,,,2567142.235,,,,,,,南,"3.5,3.5",-,3.0,"1,413","7,526","1,344","1,138",13,59,1,34,98,242,14～15,,,,
,,,,,,合計,,,68.9,,,,,," 118,829 "," 637,659 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲林縣,V-I25,快速公路,8K+040,173897.667,台78線,台西~東勢,8K+040~15K+262,平原區,7.2,20.8,東,"3.7,3.7",-,3,"3,075","19,768","2,746","2,468",37,102,5,127,7,450,15～16,0.55 ,,,
,,,,2620204.660,,,,,,,西,"3.7,3.7",-,3,"2,955","19,136","2,658","2,414",38,73,2,121,10,370,10～11,,,,
雲林縣,V-I26,快速公路,15K+300,180933.961,台78線,東勢~虎尾,15K+262~25K+417,平原區,10.2,20.8,東,"3.7,3.7",-,3,"7,514","72,781","7,135","6,794",74,113,7,138,9,787,17～18,0.54 ,,,
