一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 資 料 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第三區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
市,編,地,樁,座,線,,,,,,,"快車道
寛    度",機慢車道寛度,"路肩
寛度",流,車,合,小,大,大,"全
聯
結
車","半
聯
結
車",機,,,向,,,
, ,,,,編,,,,,,,,,,量,公,,型,客,貨,,,,交通量,時段,係,平  日,假  日,
別,號,點,號,標,號,,,,(公里),(公尺),(往),(公尺),(公尺),(公尺),(PCU),里,計,車,車,車,,,車,(PCU),,數,交通量,交通量,註
高雄市,Ⅲ-51,石化二橋,248K+300,"E120'24'32.3""",台17線,林園~雙園大橋,247K+804~251K+000,平原區,3.2,18.6,北,"3.2,3.5",0,2.3,"11,702 ","41,533 ","12,979","6,509 ",96 ,206 ,1 ,432 ,"5,735 ","1,562 ",07-08,0.51,,,
,,,,"N22'29'54.0""",,,,,,,南,"3.2,3.5",0,2.0,"12,044 ","43,520 ","13,600","6,705 ",84 ,196 ,3 ,393 ,"6,219 ","1,323 ",17-18,,,,
屏東縣,Ⅲ-52,東港監工站,251K+900,"E120'26'32.0""",台17線,雙園大橋~烏龍,251K+000~253K+252,平原區,2.3,18.2,北,"3.5,4.0",0,0.9,"13,381 ","34,948 ","15,195","7,937 ",95 ,288 ,1 ,309 ,"6,565 ","2,113 ",07-08,0.50,16 ,40 ,
,,,,"N22'29'48.5""",,,,,,,南,"3.5,4.0",0,0.9,"13,556 ","35,245 ","15,324","8,132 ",73 ,230 ,1 ,347 ,"6,541 ","1,754 ",17-18,,22 ,342 ,
屏東縣,Ⅲ-53,東港大橋南,254K+900,"E120'27'31.7""",台17線,烏龍~東港,253K+252~255K+908,平原區,2.7,27,北,"3.5,3.6",2.0,3.5,"17,656 ","52,704 ","19,520","10,008 ",194 ,264 ,1 ,270 ,"8,783 ","1,799 ",07-08,0.52,24 ,36 ,雙側路肩為自行車行人車道
,,,,"N22'28'41.5""",,,,,,,南,"3.5,3.6",2.0,3.5,"19,356 ","57,599 ","21,333","10,821 ",200 ,287 ,1 ,341 ,"9,683 ","1,975 ",17-18,,28 ,323 ,雙側路肩為自行車行人車道
屏東縣,Ⅲ-54,仁和國小,262K+900,"E120'30'43.8""",台17線,東港~林邊,255K+908~264K+134,平原區,8.2,17,北,"3.5,4.0",0,1.0,"11,131 ","97,383 ","11,876","7,446 ",256 ,423 ,1 ,172 ,"3,578 ","1,231 ",17-18,0.51,,,
,,,,"N22'26'16.4""",,,,,,,南,3.4,2.2,2.8,"11,465 ","100,885 ","12,303","7,878 ",249 ,354 ,0 ,188 ,"3,634 ","1,207 ",10-11,,,,
屏東縣,Ⅲ-55,佳冬農會,268K+300,"E120'33'21.4""",台17線,林邊~水底寮,264K+134~274K+129,平原區,10,19,北,"3.5,4.0",0,1.0,"6,394 ","67,890 ","6,789","4,318 ",183 ,177 ,1 ,111 ,"1,999 ",864 ,16-17,0.53,,,
,,,,"N22'24'45.4""",,,,,,,南,"3.5,4.0",0,1.0,"7,285 ","77,660 ","7,766","4,883 ",276 ,185 ,0 ,107 ,"2,315 ",906 ,10-11,,,,
,,,,,,合計,,,89.0,,,,,," 247,268 "," 2,562,940 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-56,添治橋,19K+950,"E120'11'30.8""",台17甲線,南萣橋~湖內,18K+850~26K+851,平原區,8,9.4,北,4.4,0,0.3,"4,837 ","51,032 ","6,379","2,780 ",36 ,122 ,0 ,8 ,"3,433 ","1,098 ",07-08,0.51,,,
,,,,"N22'54'48.6""",,,,,,,南,4.4,0,0.3,"5,062 ","53,408 ","6,676","2,965 ",38 ,88 ,0 ,21 ,"3,564 ",,,,,,
,,,,,,合計,,,8.0,,,,,," 9,899 "," 104,440 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-57,嘉興橋,67K+400,"E120'18'4.1""",台19甲線,南高縣市界~岡山,54K+612~67K+830,平原區,13.2,17.8,北,"3.5,3.5",0,1.9,"14,603 ","233,587 ","17,696","8,093 ",41 ,403 ,2 ,143 ,"9,014 ","1,779 ",07-08,0.51,,,
,,,,"N22'48'50.1""",,,,,,,南,"3.5,3.5",0,1.9,"13,893 ","220,994 ","16,742","7,973 ",47 ,385 ,2 ,110 ,"8,225 ","1,386 ",17-18,,,,
高雄市,Ⅲ-58,石螺潭,74K+100,"E120'16'4.7""",台19甲線,岡山~大舍甲,67K+830~74K+250,平原區,6.4,8,北,3.6,0,0.4,"5,048 ","42,253 ","6,602","2,844 ",15 ,103 ,0 ,59 ,"3,581 ","1,105 ",07-08,0.52,,,
,,,,"N22'46'11.1""",,,,,,,南,3.6,0,0.4,"4,810 ","39,488 ","6,170","2,716 ",36 ,115 ,2 ,54 ,"3,247 ",0 ,0 ,,,,
高雄市,Ⅲ-59,大舍甲,76K+900,"E120'15'44.7""",台19甲線,大舍甲~赤崁,74K+250~78K+461,平原區,4.2,7.4,北,3.1,0,0.4,"3,904 ","23,696 ","5,642","1,912 ",28 ,55 ,0 ,1 ,"3,646 ",791 ,17-18,0.52,,,
,,,,"N22'44'50.4""",,,,,,,南,3.1,0,0.8,"4,222 ","25,347 ","6,035","2,112 ",35 ,64 ,0 ,0 ,"3,824 ",0 ,0 ,,,,
,,,,,,合計,,,23.8,,,,,," 46,480 "," 585,365 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-60,甲仙橋,57K+500,"E120'35'8.0""",台20線,南高縣市界~荖濃,52K+582~72K+806,山嶺區,20.2,16.2,東,"3.5,3.5",0,1.0,"5,284 ","75,891 ","3,757","2,471 ",35 ,60 ,0 ,1 ,"1,190 ",834 ,15-16,0.51,,,
,,,,"N23'04'50.9""",,,,,,,西,"3.5,3.5",0,1.0,"5,691 ","80,012 ","3,961","2,632 ",52 ,80 ,0 ,3 ,"1,194 ",912 ,16-17,,,,
高雄市,Ⅲ-61,寶來一橋,78K+000,"E120'41'48.8""",台20線,荖濃~埡口,72K+806~145K+905,山嶺區,73.1,8.8,東,3.5,0,0.8,"2,133 ","101,317 ","1,386","1,050 ",10 ,44 ,0 ,1 ,281 ,489 ,14-15,0.52,,,
,,,,"N23'06'26.6""",,,,,,,西,3.5,0,0.8,"2,386 ","108,261 ","1,481","1,109 ",29 ,54 ,0 ,3 ,286 ,,,,,,
台東縣,Ⅲ-62,新武橋,196K+900,"E121'07'8.7""",台20線,埡口~德高,145K+905~208K+329,丘陵區,62.4,10.8,東,3.6,0,1.7,285 ,"18,408 ",295,220 ,2 ,7 ,0 ,1 ,65 ,83 ,14-15,0.52,,,
,,,,"N23'08'0.1""",,,,,,,西,3.6,0,1.7,333 ,"20,280 ",325,262 ,2 ,12 ,0 ,1 ,48 ,,,,,,
,,,,,,合計,,,155.7,,,,,," 16,112 "," 404,169 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東縣,Ⅲ-63,錦屏村,2K+700,"E121'11'18.8""",台20甲線,初來~池上,0K+000~5K+714,丘陵區,5.7,7.6,東,3.4,0,0.3,526 ,"3,420 ",600,402 ,0 ,8 ,0 ,1 ,189 ,127 ,12-13,0.51,,,
,,,,"N23'07'52.7""",,,,,,,西,3.4,0,0.3,546 ,"3,289 ",577,440 ,0 ,13 ,0 ,1 ,123 ,,,,,,
,,,,,,合計,,,5.7,,,,,," 1,072 "," 6,709 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-64,土庫,2K+800,"E120'20'18.2""",台22線,楠梓~鳳山,0K+000~5K+353,平原區,5.4,25.8,東,"3.5,3.5",0,3.6,"16,375 ","103,383 ","19,145","9,083 ",133 ,561 ,5 ,257 ,"9,106 ","1,877 ",07-08,0.52,,,
,,,,"N22'44'29.5""",,,,,,,西,"3.5,3.5",0,8.0,"17,586 ","112,466 ","20,827","9,975 ",124 ,583 ,4 ,189 ,"9,952 ","1,898 ",17-18,,,,
高雄市,Ⅲ-65,深水派出所,8K+700,"E120'23'18.5""",台22線,鳳山~里嶺大橋,5K+353~16K+066,平原區,10.7,18.2,東,"3.5,3.5",0,1.3,"6,637 ","84,969 ","7,941","3,553 ",52 ,123 ,0 ,122 ,"4,091 ",689 ,17-18,0.50,,,
,,,,"N22'46'18.7""",,,,,,,西,"3.5,3.5",0,1.3,"6,700 ","85,514 ","7,992","3,525 ",70 ,122 ,0 ,134 ,"4,141 ",919 ,07-08,,,,
屏東縣,Ⅲ-66,加油站,20K+450,"E120'29'26.8""",台22線,里嶺大橋~里港,16K+066~21K+480,平原區,5.4,18.8,東,"3.4,3.4",1.9,0.5,"4,271 ","23,911 ","4,428","2,749 ",25 ,119 ,0 ,100 ,"1,435 ",448 ,10-11,0.50,,,
,,,,"N22'46'19.5""",,,,,,,西,"3.4,3.4",1.9,0.4,"4,290 ","24,052 ","4,454","2,863 ",83 ,97 ,0 ,73 ,"1,338 ",412 ,17-18,,,,
屏東縣,Ⅲ-67,茄苳腳,24K+000,"E120'31'21.0""",台22線,里港~高樹,21K+480~34K+290,平原區,12.8,10.8,東,3.6,0,2.2,"4,413 ","56,051 ","4,379","2,864 ",72 ,192 ,0 ,158 ,"1,093 ",844 ,10-11,0.52,,,
,,,,"N22'46'35.7""",,,,,,,西,3.6,0,1.4,"4,797 ","60,211 ","4,704","3,120 ",89 ,209 ,1 ,174 ,"1,111 ",,,,,,
,,,,,,合計,,,34.3,,,,,," 65,069 "," 550,557 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東縣,Ⅲ-68,碾米廠,38K+300,"E121'17'13.7""",台23線,花東縣界~泰源,16K+705~38K+705,丘陵區,22,9.4,北,3.0,0,1.6,799 ,"22,638 ","1,029",533 ,2 ,5 ,0 ,0 ,489 ,215 ,07-08,0.51,,,
,,,,"N23'00'13.0""",,,,,,,南,3.0,0,1.6,790 ,"21,472 ",976,523 ,0 ,16 ,0 ,0 ,437 ,0 ,07-08,,,,
台東縣,Ⅲ-69,舊東河橋北端,44K+950,"E121'18'13.9""",台23線,泰源~東河,38K+705~45K+224,丘陵區,6.5,9.2,北,3.7,0,1.2,584 ,"3,426 ",527,355 ,28 ,29 ,0 ,0 ,115 ,177 ,15-16,0.52,,,
,,,,"N22'58'38.7""",,,,,,,南,3.7,0,0.4,512 ,"3,192 ",491,343 ,18 ,20 ,0 ,0 ,110 ,0 ,15-16,,,,
,,,,,,合計,,,28.5,,,,,," 2,685 "," 50,728 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東縣,Ⅲ-70,鶴聲國小,0K+200,"E120'28'47.5""",台24線,建國路~屏東,0K+000~1K+105,平原區,1.1,15.8,東,"3.2,3.5",0,1.0,"9,622 ","13,464 ","12,240","5,345 ",35 ,93 ,0 ,10 ,"6,757 ",893 ,17-18,0.52,,,
,,,,"N22'39'54.7""",,,,,,,西,"3.2,3.5",0,1.2,"8,823 ","12,438 ","11,307","4,745 ",23 ,103 ,1 ,10 ,"6,425 ",910 ,07-08,,,,
屏東縣,Ⅲ-71,明正國中,3K+200,"E120'29'57.2""",台24線,屏東~長興,1K+105~4K+549,平原區,3.4,16.2,東,3.6,2.0,2.4,"10,714 ","50,126 ","14,743","6,151 ",48 ,85 ,0 ,27 ,"8,432 ","1,943 ",17-18,0.51,,,
,,,,"N22'40'48.1""",,,,,,,西,3.6,2.0,2.4,"11,278 ","52,788 ","15,526","6,361 ",52 ,114 ,0 ,34 ,"8,965 ",,,,,,
屏東縣,Ⅲ-72,德協國小,7K+900,"E120'32'32.2""",台24線,長興~繁華,4K+549~11K+669,平原區,7.1,18.2,東,"3.2,4.0",0,1.8,"9,635 ","80,883 ","11,392","6,226 ",56 ,173 ,2 ,41 ,"4,894 ",948 ,07-08,0.51,,,
,,,,"N22'41'35.2""",,,,,,,西,"3.2,4.0",0,1.8,"9,872 ","82,949 ","11,683","6,332 ",66 ,187 ,0 ,42 ,"5,056 ","1,102 ",17-18,,,,
屏東縣,Ⅲ-73,三地門大橋,19K+800,"E120'38'26.6""",台24線,繁華~三地門鄉公所,11K+669~22K+916,平原區,11.2,15.8,東,"3.5,3.9",0,0.4,"3,746 ","45,707 ","4,081","2,581 ",69 ,123 ,1 ,37 ,"1,270 ",463 ,15-16,0.51,,,
,,,,"N22'42'35.7""",,,,,,,西,"3.5,3.9",0,0.4,"3,518 ","43,243 ","3,861","2,511 ",63 ,99 ,0 ,21 ,"1,167 ",576 ,16-17,,,,
屏東縣,Ⅲ-74,霧台谷川大橋,31K+850,"E120'42'15.8""",台24線,三地門鄉公所~阿禮,22K+916~48K+690,平原區,25.8,8.8,東,3.7,0,0.6,452 ,"13,855 ",537,349 ,6 ,0 ,0 ,0 ,182 ,251 ,15-16,0.52,,,
,,,,"N22'44'53.6""",,,,,,,西,3.7,0,0.6,433 ,"13,003 ",504,343 ,6 ,0 ,0 ,0 ,155 ,,,,,,
,,,,,,合計,,,48.6,,,,,," 68,093 "," 408,456 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-75,商協新村,3K+800,"E120'23'1.0""",台25線,鳳山~大寮,0K+000~6K+564,平原區,6.6,17.2,北,"3.4,4.2",0,1.1,"20,050 ","184,008 ","27,880","7,635 ",89 ,160 ,0 ,18 ,"19,978 ","2,085 ",17-18,0.50,,,
,,,,"N22'37'7.1""",,,,,,,南,"3.3,3.9",0,1.1,"19,791 ","181,493 ","27,499","7,605 ",145 ,83 ,0 ,18 ,"19,648 ","2,063 ",07-08,,,,
高雄市,Ⅲ-76,新庄橋,11K+900,"E120'24'44.2""",台25線,大寮~林園,6K+564~18K+223,平原區,11.7,29.2,北,"3.5,3.5",2.7,3.3,"18,108 ","231,906 ","19,821","11,142 ",172 ,345 ,5 ,202 ,"7,955 ","2,514 ",07-08,0.50,,,
,,,,"N22'33'11.3""",,,,,,,南,"3.5,3.5",3.2,2.8,"17,914 ","229,952 ","19,654","11,335 ",163 ,266 ,2 ,177 ,"7,711 ","2,094 ",07-08,,,,
,,,,,,合計,,,18.3,,,,,," 75,863 "," 827,359 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東縣,Ⅲ-77,第379號橋,3K+500,"E120'41'31.5""",台26線,楓港~竹坑橋,0K+000~8K+079,平原區,8.1,24.2,東,"3.5,3.5",2.2,1.2,"10,883 ","85,892 ","10,604","8,973 ",550 ,119 ,2 ,99 ,861 ,"1,705 ",11-12,0.52,,,
,,,,"N22'10'57.8""",,,,,,,西,"3.5,3.5",2.2,2.0,"10,008 ","77,963 ","9,625","8,034 ",626 ,121 ,2 ,112 ,730 ,"2,026 ",14-15,,,,
屏東縣,Ⅲ-78,車城鄉公所,16K+100,"E120'42'49.3""",台26線,竹坑橋~網紗,8K+079~21K+222,平原區,13.1,20.2,東,"3.5,3.8",0,1.6,"10,788 ","144,912 ","11,062","8,473 ",510 ,118 ,0 ,82 ,"1,879 ","1,568 ",13-14,0.51,26 ,54 ,
,,,,"N22'04'34.9""",,,,,,,西,"3.5,3.8",0,1.6,"10,522 ","140,301 ","10,710","8,244 ",492 ,136 ,0 ,97 ,"1,741 ","1,791 ",14-15,,44 ,75 ,
屏東縣,Ⅲ-79,恆春外環線,25K+700,"E120'44'26.4""",台26線,網紗~車城,21K+222~26K+544,平原區,5.3,20.2,東,"3.3,3.3",2.0,0.6,"8,372 ","46,020 ","8,683","6,513 ",284 ,111 ,0 ,10 ,"1,765 ","1,075 ",15-16,0.54,,,
,,,,"N21'59'58.0""",,,,,,,西,"3.3,3.3",2.0,0.6,"7,275 ","39,967 ","7,541","5,786 ",229 ,87 ,0 ,3 ,"1,436 ",997 ,15-16,,,,
屏東縣,Ⅲ-80,第409號橋,31K+300,"E120'46'4.9""",台26線,車城~墾丁鵝鑾鼻,26K+544~41K+849,平原區,15.3,14.8,東,"3.2,3.5",0,0.6,"9,882 ","167,581 ","10,953","7,203 ",429 ,44 ,0 ,1 ,"3,276 ","1,610 ",18-19,0.52,19 ,38 ,
,,,,"N21'57'26.1""",,,,,,,西,"3.2,3.5",0,0.6,"8,909 ","152,097 ","9,941","6,407 ",378 ,43 ,0 ,1 ,"3,112 ","1,098 ",12-13,,33 ,32 ,
屏東縣,Ⅲ-81,興海路,52K+300,"E120'50'36.1""",台26線,墾丁鵝鑾鼻~港仔,41K+849~70K+685,丘陵區,28.8,8,東,3.5,0,0.5,"1,306 ","39,110 ","1,358",829 ,75 ,10 ,0 ,0 ,444 ,350 ,11-12,0.57,,,
,,,,"N21'58'26.2""",,,,,,,西,3.7,0,0.3,886 ,"29,261 ","1,016",635 ,17 ,7 ,0 ,0 ,357 ,,,,,,
屏東縣,Ⅲ-82,旭海,79K+800,"E120'53'18.1""",台26線,港仔~港仔村,70K+685~80K+002,平原區,9.3,7,東,5.4,0,0.8,220 ,"2,344 ",252,175 ,4 ,0 ,0 ,0 ,73 ,121 ,14-15,0.52,,,單車道雙向行駛
,,,,"N22'11'34.5""",,,,,,,西,0,0,0.8,226 ,"2,558 ",275,168 ,3 ,0 ,0 ,0 ,104 ,,,,,,單車道雙向行駛
屏東縣,Ⅲ-83,南田檢查哨,92K+800,"E120'53'20.1""",台26線,港仔村~達仁,80K+002~93K+972,平原區,14,9.4,東,3.5,0,1.2,316 ,"5,572 ",398,228 ,0 ,2 ,0 ,0 ,168 ,74 ,10-11,0.55,,,
,,,,"N22'17'21.1""",,,,,,,西,3.5,0,1.2,272 ,"4,578 ",327,214 ,1 ,0 ,0 ,0 ,112 ,,,,,,
,,,,,,合計,,,93.9,,,,,," 79,865 "," 938,156 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-84,頂新發,4K+100,"E120'40'1.0""",台27線,荖濃~中庄,0K+000~10K+152,山嶺區,10.2,9,北,3.5,0,1.0,"2,586 ","17,942 ","1,759","1,289 ",17 ,27 ,0 ,1 ,425 ,718 ,14-15,0.51,,,
,,,,"N23'02'28.5""",,,,,,,南,3.5,0,1.0,"2,427 ","17,187 ","1,685","1,280 ",6 ,15 ,0 ,3 ,381 ,,,,,,
高雄市,Ⅲ-85,六龜林試所,11K+300,"E120'38'36.2""",台27線,中庄~大津,10K+152~25K+152,山嶺區,15,9.2,北,3.3,0,1.3,"1,123 ","12,600 ",840,510 ,2 ,5 ,0 ,0 ,323 ,481 ,11-12,0.52,,,
,,,,"N22'59'36.0""",,,,,,,南,3.3,0,1.3,"1,177 ","13,485 ",899,532 ,1 ,2 ,0 ,0 ,364 ,,,,,,
屏東縣,Ⅲ-86,高樹鄉公所,32K+550,"E120'36'2.0""",台27線,大津~高樹,25K+152~33K+435,平原區,8.3,13.2,北,4.0,0,2.5,"3,888 ","35,806 ","4,314","2,276 ",58 ,232 ,1 ,62 ,"1,685 ",758 ,14-15,0.51,,,
,,,,"N22'49'35.3""",,,,,,,南,4.0,0,2.5,"3,503 ","34,420 ","4,147","2,178 ",40 ,157 ,1 ,17 ,"1,754 ",,,,,,
屏東縣,Ⅲ-87,高樹國中,33K+800,"E120'36'13.8""",台27線,高樹~南華,33K+435~41K+871,平原區,8.4,13.2,北,4.0,0,2.5,"4,140 ","41,849 ","4,982","2,540 ",21 ,80 ,0 ,91 ,"2,250 ",694 ,17-18,0.49,,,
,,,,"N22'48'56.3""",,,,,,,南,4.0,0,2.5,"4,254 ","43,050 ","5,125","2,714 ",27 ,91 ,0 ,63 ,"2,230 ",,,,,,
屏東縣,Ⅲ-88,新圍派出所,45K+300,"E120'33'12.7""",台27線,南華~海豐,41K+871~52K+215,平原區,10.3,17,北,"3.4,4.0",0,1.0,"2,410 ","26,131 ","2,537","1,702 ",11 ,45 ,0 ,65 ,714 ,259 ,07-08,0.45,,,
,,,,"N22'44'51.9""",,,,,,,南,"3.4,4.0",0,1.0,"2,871 ","31,714 ","3,079","2,001 ",15 ,67 ,0 ,62 ,934 ,471 ,17-18,,,,
屏東縣,Ⅲ-89,警察局前,55K+800,"E120'29'22.5""",台27線,海豐~屏東市區,52K+215~56K+756,平原區,4.5,27.4,北,3.7,6.0,0.4,"14,950 ","92,205 ","20,490","8,735 ",80 ,133 ,0 ,7 ,"11,535 ","2,317 ",17-18,0.52,,,"快慢分隔,1車道"
,,,,"N22'40'28.2""",,,,,,,南,3.7,6.0,1.0,"13,996 ","86,630 ","19,251","8,009 ",129 ,105 ,1 ,5 ,"11,002 ",,,,,,"快慢分隔,1車道"
屏東縣,Ⅲ-90,劉厝橋,57K+900,"E120'29'12.7""",台27線,屏東市區~劉厝庄,56K+756~58K+435,平原區,1.7,23,北,"3.5,3.5",2.0,1.3,"22,204 ","45,166 ","26,568","11,058 ",185 ,117 ,1 ,19 ,"15,188 ","2,070 ",17-18,0.50,,,
,,,,"N22'39'25.0""",,,,,,,南,"3.5,3.5",2.0,1.3,"22,104 ","45,108 ","26,534","10,701 ",193 ,145 ,1 ,20 ,"15,474 ","2,164 ",17-18,,,,
屏東縣,Ⅲ-91,廣安,63K+300,"E120'29'11.0""",台27線,劉厝庄~萬丹,58K+435~64K+014,平原區,5.6,24.8,北,"3.5,3.5",2.0,2.0,"17,041 ","104,294 ","18,624","10,285 ",178 ,421 ,1 ,190 ,"7,549 ","1,882 ",07-08,0.50,,,
,,,,"N22'36'34.7""",,,,,,,南,"3.5,3.5",2.0,2.0,"17,125 ","105,554 ","18,849","10,218 ",188 ,456 ,2 ,150 ,"7,835 ","1,710 ",17-18,,,,
屏東縣,Ⅲ-92,萬丹加油站,67K+900,"E120'28'55.2""",台27線,萬丹~香社,64K+014~70K+306,平原區,6.3,24.2,北,"3.5,3.5",2.1,1.6,"12,781 ","82,851 ","13,151","9,339 ",139 ,281 ,2 ,188 ,"3,202 ","1,278 ",17-18,0.51,,,
,,,,"N22'34'32.1""",,,,,,,南,"3.5,3.5",2.1,1.6,"12,311 ","80,546 ","12,785","8,799 ",132 ,307 ,3 ,158 ,"3,386 ","1,213 ",07-08,,,,
屏東縣,Ⅲ-93,新園鄉公所,71K+700,"E120'27'46.6""",台27線,香社~烏龍,70K+306~79K+241,平原區,8.9,17.5,北,"3.4,3.8",0,1.3,"12,147 ","115,655 ","12,995","9,023 ",207 ,239 ,1 ,140 ,"3,385 ","1,341 ",07-08,0.51,,,
,,,,"N22'32'48.0""",,,,,,,南,"3.4,3.8",0,1.0,"12,669 ","120,711 ","13,563","9,355 ",152 ,330 ,3 ,145 ,"3,578 ","1,442 ",07-08,,,,
,,,,,,合計,,,79.2,,,,,," 185,707 "," 1,152,904 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-94,文武,6K+000,"E120'38'34.7""",台27甲線,六龜~新威,0K+000~12K+079,丘陵區,12.1,12,北,3.5,2.0,0.5,"2,785 ","33,457 ","2,765","2,266 ",56 ,50 ,0 ,1 ,392 ,743 ,14-15,0.51,,,
,,,,"N22'57'36.0""",,,,,,,南,3.5,2.0,0.5,"2,930 ","34,291 ","2,834","2,348 ",71 ,59 ,0 ,3 ,353 ,,,,,,
,,,,,,合計,,,12.1,,,,,," 5,715 "," 67,748 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-95,環球水泥廠前,3K+500,"E120'15'29.8""",台28線,大湖~路竹交流道,0K+000~5K+800,平原區,5.8,20.2,東,"3.3,3.5",2.0,1.2,"12,959 ","73,735 ","12,713","9,212 ",103 ,553 ,5 ,330 ,"2,510 ","1,680 ",07-08,0.52,39 ,45 ,
,,,,"N22'52'52.7""",,,,,,,西,"3.3,3.5",2.0,1.2,"12,093 ","68,463 ","11,804","8,655 ",119 ,519 ,11 ,303 ,"2,197 ","1,181 ",17-18,,7 ,396 ,
高雄市,Ⅲ-96,崙仔頂,9K+050,"E120'18'40.3""",台28線,路竹交流道~阿蓮,5K+800~9K+204,平原區,3.4,20,東,"3.4,3.5",0,3.0,"8,951 ","30,957 ","9,105","6,772 ",43 ,302 ,3 ,192 ,"1,793 ",869 ,17-18,0.51,,,
,,,,"N22'52'43.5""",,,,,,,西,"3.4,3.5",0,3.0,"9,142 ","31,600 ","9,294","6,847 ",39 ,322 ,2 ,207 ,"1,877 ",911 ,07-08,,,,
高雄市,Ⅲ-97,磚仔窯,12K+800,"E120'20'36.9""",台28線,阿蓮~田寮交流道,9K+204~13K+705,平原區,4.5,15,東,3.4,2.0,2.0,"7,781 ","39,213 ","8,714","4,996 ",36 ,223 ,3 ,212 ,"3,244 ","1,520 ",17-18,0.50,23 ,31 ,
,,,,"N22'52'52.6""",,,,,,,西,3.4,2.0,2.0,"7,631 ","38,520 ","8,560","5,011 ",49 ,226 ,1 ,172 ,"3,101 ",,,,27 ,32 ,
高雄市,Ⅲ-98,崇德,16K+200,"E120'22'9.6""",台28線,田寮交流道~旗尾,13K+705~31K+382,丘陵區,17.7,15.4,東,"3.5,3.5",0,0.6,"5,763 ","110,059 ","6,218","4,120 ",36 ,119 ,0 ,38 ,"1,905 ",707 ,17-18,0.51,,,
,,,,"N22'52'40.5""",,,,,,,西,"3.5,3.5",0,0.6,"5,697 ","104,926 ","5,928","3,991 ",61 ,79 ,0 ,79 ,"1,718 ",671 ,17-18,,,,
高雄市,Ⅲ-99,中壇,34K+800,"E120'31'29.6""",台28線,旗尾~茂林,31K+382~48K+968,丘陵區,17.6,12,東,3.4,2.0,0.5,"7,291 ","137,262 ","7,799","5,484 ",82 ,102 ,1 ,41 ,"2,089 ","1,513 ",13-14,0.51,33 ,74 ,
,,,,"N22'53'11.6""",,,,,,,西,3.4,2.0,0.5,"7,077 ","131,490 ","7,471","5,199 ",87 ,89 ,0 ,67 ,"2,029 ",,,,30 ,54 ,
,,,,,,合計,,,49.0,,,,,," 84,385 "," 766,225 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市,Ⅲ-I00,小林,24K+250,"E120'38'2.9""",台29線,那瑪夏~甲仙,0K+000~35K+320,山嶺區,35.3,9.2,北,4.0,0,0.9,"1,585 ","35,582 ","1,008",790 ,12 ,32 ,0 ,1 ,173 ,547 ,14-15,0.51,,,
,,,,"N23'09'2.5""",,,,,,,南,4.0,0,0.3,"1,522 ","34,629 ",981,762 ,10 ,27 ,1 ,1 ,180 ,,,,,,
高雄市,Ⅲ-I01,寶隆橋,39K+900,"E120'33'33.1""",台29線,甲仙~杉林,35K+320~56K+243,山嶺區,20.9,12,北,3.4,2.0,0.5,"3,291 ","44,036 ","2,107","1,624 ",39 ,54 ,0 ,0 ,390 ,967 ,14-15,0.50,,,
,,,,"N23'03'14.5""",,,,,,,南,3.4,2.0,0.5,"3,205 ","43,430 ","2,078","1,649 ",24 ,50 ,1 ,0 ,354 ,,,,,,
高雄市,Ⅲ-I02,六號橋,63K+400,"E120'29'5.9""",台29線,杉林~旗山,56K+243~66K+481,丘陵區,10.2,13.4,北,3.5,2.0,1.2,"8,519 ","97,226 ","9,532","6,039 ",70 ,128 ,0 ,53 ,"3,242 ","1,480 ",07-08,0.50,,,
