一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 資 料 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第二區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
,,,,"N24'15'41.6""",,,,,,,南,"3.5,3.5",4.4,0.2,"19,847 ","14,866 ","21,237 ","13,893 ",385 ,277 ,3 ,120 ,"6,559 ","2,345 ",07-08,,,,
台中市,Ⅱ-49,石岡,162K+200,E120'47'4.7'',台3線,土牛~石岡,158K+570~165K+404,丘陵區,6.8,24.1,北,"3.5,3.5",2.0,1.5,"21,679 ","147,213 ","21,649 ","16,019 ",346 ,321 ,5 ,193 ,"4,765 ","1,993 ",17-18,0.50,,,
,,,,"N24'16'28.7""",,,,,,,南,"3.5,3.5",2.0,1.5,"21,333 ","144,384 ","21,233 ","15,884 ",353 ,323 ,3 ,189 ,"4,481 ","2,628 ",07-08,,,,
台中市,Ⅱ-50,朴子橋,165K+700,E120'45'10.3'',台3線,石岡~豐原,165K+404~171K+292,丘陵區,5.9,29.8,北,"3.5,3.5",2.0,4.7,"28,711 ","172,599 ","29,254 ","21,601 ",330 ,476 ,5 ,159 ,"6,683 ","2,738 ",17-18,0.50,,,
,,,,"N24'16'20.5""",,,,,,,南,"3.5,3.5",2.0,4.7,"28,590 ","172,640 ","29,261 ","21,399 ",290 ,515 ,3 ,146 ,"6,908 ","3,558 ",07-08,,,,
台中市,Ⅱ-51,潭子國小,174K+900,E120'42'18.5'',台3線,豐原~潭子,171K+292~178K+866,丘陵區,7.6,23.8,北,"3.3,3.3",2.0,2.0,"25,614 ","219,245 ","28,848 ","14,940 ",434 ,225 ,1 ,18 ,"13,230 ","2,886 ",07-08,0.51,,,
,,,,"N24'12'54.3""",,,,,,,南,"3.4,3.4",2.0,2.0,"27,060 ","230,523 ","30,332 ","16,072 ",458 ,266 ,1 ,14 ,"13,521 ","2,808 ",17-18,,,,
台中市,Ⅱ-52,北屯,180K+600,E120'41'38.6'',台3線,潭子~北屯,178K+866~181K+896,平原區,3,30.2,北,"3.5,3.5",2.0,5.4,"35,802 ","125,889 ","41,963 ","19,328 ",599 ,175 ,0 ,4 ,"21,857 ","2,844 ",17-18,0.52,,,
,,,,"N24'09'52.9""",,,,,,,南,"3.5,3.5",2.0,5.4,"33,152 ","117,240 ","39,080 ","17,615 ",513 ,114 ,1 ,3 ,"20,834 ","2,805 ",07-08,,,,
台中市,Ⅱ-53,精武路口,182K+500,E120'41'39.6'',台3線,北屯~大里,181K+896~188K+105,平原區,6.2,24.6,北,"3.5,3.5",3,0.5,"19,440 ","139,066 ","22,430 ","11,127 ",316 ,167 ,0 ,6 ,"10,814 ","2,047 ",07-08,0.60,,,
,,,,"N24'08'50.8""",,,,,,,南,"3.5,3.5",3,0.5,"13,161 ","91,921 ","14,826 ","8,253 ",253 ,123 ,1 ,1 ,"6,195 ","1,229 ",17-18,,,,
台中市,Ⅱ-54,大里橋,189K+900,E120'41'12.5'',台3線,大里~霧峰,188K+105~193K+617,平原區,5.5,30.6,北,"3.5,3.5,3.5",4.4,1.0,"31,573 ","204,188 ","37,125 ","16,181 ",583 ,241 ,0 ,31 ,"20,089 ","3,021 ",17-18,0.52,,,
,,,,"N24'05'42.8""",,,,,,,南,"3.5,3.6,3.6",1.2,1.1,"29,662 ","189,668 ","34,485 ","15,746 ",683 ,225 ,2 ,29 ,"17,800 ","3,219 ",07-08,,,,
台中市,Ⅱ-55,烏溪橋,199K+950,E120'41'44.5'',台3線,霧峰~中投縣界,193K+617~201K+635,平原區,8,28.2,北,"3.5,3.5",2.0,4.4,"9,772 ","89,752 ","11,219 ","5,772 ",96 ,112 ,1 ,8 ,"5,230 ","1,406 ",07-08,0.51,,,
,,,,"N24'00'39.5""",,,,,,,南,"3.5,3.5",2.0,4.4,"9,378 ","86,312 ","10,789 ","5,399 ",112 ,113 ,2 ,9 ,"5,154 ","1,205 ",17-18,,,,
南投縣,Ⅱ-56,草屯鎮公所,204K+600,"E120'40'46.9""",台3線,中投縣界~上林,201K+635~206K+800,平原區,5.2,22.1,北,"3.5,3.5",0,2.8,"11,446 ","68,162 ","13,108 ","8,258 ",98 ,158 ,0 ,20 ,"4,574 ","1,280 ",17-18,0.50,,,
,,,,"N23'58'24.0""",,,,,,,南,"3.5,3.5",0,2.8,"11,530 ","69,222 ","13,312 ","8,081 ",119 ,185 ,1 ,14 ,"4,912 ","1,357 ",07-08,,,,
南投縣,Ⅱ-57,貓羅溪橋,209K+000,"E120'39'51.9""",台3線,上林~南投,206K+800~215K+090,平原區,8.3,22.1,北,"3.5,3.5",0,3.0,"14,969 ","126,641 ","15,258 ","11,712 ",77 ,539 ,11 ,228 ,"2,691 ","1,918 ",17-18,0.50,,,
,,,,"N23'56'26.4""",,,,,,,南,"3.5,3.5",0,3.0,"14,960 ","128,036 ","15,426 ","11,814 ",59 ,441 ,3 ,217 ,"2,892 ","2,198 ",07-08,,,,
南投縣,Ⅱ-58,新街橋,217K+950,"E120'41'34.7""",台3線,南投~名間交流道,215K+090~220K+000,平原區,4.9,22,北,"3.5,3.6",0,2.8,"11,291 ","58,080 ","11,853 ","8,947 ",174 ,224 ,4 ,97 ,"2,407 ","1,285 ",17-18,0.51,,,
,,,,"N23'51'59.1""",,,,,,,南,"3.5,3.6",0,2.8,"11,105 ","56,850 ","11,602 ","8,761 ",157 ,254 ,3 ,109 ,"2,318 ","1,044 ",17-18,,,,
南投縣,Ⅱ-59,名間,220K+600,"E120'41'54.3""",台3線,名間交流道~台16線交岔路口,220K+000~223K+382,平原區,3.4,18.4,北,"3.5,3.5",0,2.0,"15,233 ","51,700 ","15,206 ","12,192 ",326 ,246 ,2 ,297 ,"2,143 ","1,920 ",16-17,0.51,,,
,,,,"N23'50'41.2""",,,,,,,南,"3.5,3.5",0,2.0,"15,503 ","53,074 ","15,610 ","12,562 ",233 ,272 ,2 ,272 ,"2,269 ","1,530 ",11-12,,,,
南投縣,Ⅱ-60,名竹大橋,224K+350,"E120'42'24.6""",台3線,台16線交岔路口~水底寮,223K+382~226K+900,平原區,3.5,18.4,北,"3.8,4.1",0,0.4,"6,910 ","21,868 ","6,248 ","4,153 ",163 ,114 ,0 ,521 ,"1,297 ",687 ,17-18,0.52,,,
,,,,"N23'48'57.4""",,,,,,,南,"3.8,4.0",0,0.5,"6,406 ","20,587 ","5,882 ","3,868 ",190 ,119 ,0 ,438 ,"1,267 ",560 ,14-15,,,,
南投縣,Ⅱ-61,延平,228K+950,"E120'42'43.5""",台3線,水底寮~151線交岔路口,226K+900~231K+600,平原區,4.7,20,北,"3.4,3.7",0,1.7,"8,724 ","41,783 ","8,890 ","7,281 ",277 ,104 ,1 ,55 ,"1,172 ","1,564 ",16-17,0.50,,,
,,,,"N23'46'45.5""",,,,,,,南,"3.5,3.7",0,1.5,"8,756 ","42,338 ","9,008 ","7,216 ",296 ,121 ,0 ,37 ,"1,338 ","1,193 ",10-11,,,,
南投縣,Ⅱ-62,南雲大橋,236K+400,"E120'39'20.1""",台3線,151線交岔路口~投雲縣界,231K+600~238K+027,平原區,6.4,18.8,北,"3.4,3.6",0,1.5,"6,411 ","39,642 ","6,194 ","4,493 ",44 ,177 ,0 ,291 ,"1,189 ",579 ,09-10,0.51,10 ,21 ,自行車車輛數(輛/日)：16
,,,,"N23'45'34.9""",,,,,,,南,"3.5,3.6",0,1.5,"6,169 ","38,067 ","5,948 ","4,275 ",55 ,166 ,0 ,288 ,"1,164 ",576 ,16-17,,7 ,17 ,自行車車輛數(輛/日)：12
,,,,,,合計,,,145.0 ,,,,,,"613,936","3,371,203",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-63,第一太平橋,2K+850,"E120'40'57.8""",台3甲線,草屯~中興,0K+000~4K+471,平原區,4.5,15,北,3.5,1.6,2.1,"10,962 ","60,916 ","13,537 ","7,514 ",207 ,72 ,1 ,6 ,"5,737 ","2,113 ",17-18,0.51,,,
,,,,"N23'58'9.6""",,,,,,,南,3.5,1.6,2.5,"11,602 ","64,228 ","14,273 ","8,006 ",222 ,81 ,0 ,3 ,"5,961 ",,,,,,
南投縣,Ⅱ-64,南崗大橋,6K+100,"E120'40'29.9""",台3甲線,中興~永豐,4K+471~6K+996,平原區,2.5,15.9,北,4.3,1.6,3.4,"7,178 ","22,238 ","8,895 ","5,146 ",15 ,70 ,0 ,12 ,"3,652 ","2,080 ",07-08,0.55,,,
,,,,"N23'56'34.0""",,,,,,,南,4.3,1.6,0.5,"8,673 ","26,795 ","10,718 ","6,227 ",22 ,78 ,0 ,20 ,"4,371 ",,,,,,
南投縣,Ⅱ-65,平山橋,8K+650,"E120'40'35.0""",台3甲線,永豐~南投,6K+996~11K+738,平原區,4.7,9.4,北,3.5,0,1.1,"6,535 ","45,223 ","9,622 ","3,105 ",49 ,62 ,0 ,2 ,"6,404 ","1,525 ",07-08,0.52,,,
,,,,"N23'55'25.5""",,,,,,,南,3.5,0,1.1,"6,135 ","41,257 ","8,778 ","3,132 ",54 ,66 ,0 ,0 ,"5,526 ",,,,,,
,,,,,,合計,,,11.7 ,,,,,,"51,085","260,657",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-66,社寮橋,1K+400,"E120'43'21.9""",台3丙線,竹山~集集,0K+000~6K+996,平原區,7,7.8,北,3.5,0,0.3,"3,628 ","28,021 ","4,003 ","2,981 ",29 ,60 ,0 ,1 ,932 ,961 ,15-16,0.55,37 ,28 ,自行車車輛數(輛/日)：33
,,,,"N23'48'48.8""",,,,,,,南,3.5,0,0.3,"4,498 ","34,041 ","4,863 ","3,842 ",51 ,46 ,0 ,0 ,924 ,,,,39 ,33 ,自行車車輛數(輛/日)：36
,,,,,,合計,,,7.0 ,,,,,,"8,126","62,062",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,Ⅱ-67,同光國小,0K+600,"E120'45'51.4""",台6線,後龍~十班坑,0K+000~2K+398,平原區,2.4,19.8,東,"3.5,3.5",0,2.8 ,"2,566 ","6,274 ","2,614 ","1,889 ",19 ,83 ,3 ,59 ,561 ,254 ,17-18,0.51,,,
,,,,"N24'36'36.6""",,,,,,,西,"3.5,3.5",0,2.8 ,"2,477 ","6,034 ","2,514 ","1,826 ",36 ,58 ,2 ,62 ,530 ,279 ,16-17,,,,
苗栗縣,Ⅱ-68,南勢溪橋,2K+650,"E120'46'53.5""",台6線,十班坑~竹圍,2K+398~4K+868,平原區,2.5,20,東,"3.6,3.6",0,3.4,"6,350 ","15,090 ","6,036 ","4,576 ",59 ,184 ,3 ,280 ,934 ,573 ,17-18,0.50,,,
,,,,"N24'36'2.8""",,,,,,,西,"3.6,3.6",0,2.0,"6,405 ","14,875 ","5,950 ","4,520 ",102 ,226 ,2 ,303 ,797 ,638 ,09-10,,,,
苗栗縣,Ⅱ-69,高鐵連絡道,7K+450,"E120'49'0.9""",台6線,竹圍~苗栗體育館,4K+868~11K+317,平原區,6.4,22.8,東,"3.5,3.7",2.3 ,0.6 ,"6,769 ","45,491 ","7,108 ","4,806 ",25 ,144 ,1 ,93 ,"2,039 ",911 ,17-18,0.51,,,
,,,,"N24'35'45.3""",,,,,,,西,"3.4,3.4",2.1 ,0.9 ,"6,487 ","44,294 ","6,921 ","4,436 ",17 ,144 ,0 ,79 ,"2,245 ",920 ,07-08,,,,
苗栗縣,Ⅱ-70,國立苗栗農工,14K+000,"E120'50'5.9""",台6線,苗栗體育館~公館,11K+317~17K+000,平原區,5.7,26.4,東,"3.5,3.5",2.0,1.0,"5,920 ","36,309 ","6,370 ","4,474 ",20 ,111 ,1 ,5 ,"1,759 ",629 ,07-08,0.52,,,
,,,,"N24'33'21.8""",,,,,,,西,"3.5,3,5",2.0,2.0,"5,480 ","33,619 ","5,898 ","4,147 ",34 ,77 ,3 ,5 ,"1,632 ",735 ,07-08,,,,
苗栗縣,Ⅱ-71,龜山橋,17K+300,"E120'49'0.6""",台6線,公館~福基派出所,17K+000~19K+053,平原區,2.1,28.6,東,"3.5,3.5,3.5",0,1.5,"17,465 ","38,020 ","18,105 ","13,875 ",260 ,408 ,2 ,186 ,"3,374 ","1,649 ",17-18,0.52,,,
,,,,"N24'32'0.5""",,,,,,,西,"3.5,3.5,3.5",0,1.5,"18,682 ","41,017 ","19,532 ","14,630 ",360 ,440 ,3 ,160 ,"3,939 ","1,750 ",11-12,,,,
苗栗縣,Ⅱ-72,南海休息站,19K+300,"E120'49'23.1""",台6線,福基派出所~公館國中,19K+053~21K+367,平原區,2.3,24.2,東,"3.5,3.5",2.0 ,1.4 ,"10,577 ","25,265 ","10,985 ","7,904 ",198 ,211 ,2 ,80 ,"2,590 ",950 ,17-18,0.51,,,
,,,,"N24'30'59.8""",,,,,,,西,"3.5,3.5",2.0 ,1.4 ,"11,221 ","26,737 ","11,625 ","8,262 ",221 ,270 ,2 ,90 ,"2,780 ","1,138 ",07-08,,,,
苗栗縣,Ⅱ-73,台蠶廠,23K+300,"E120'49'47.1""",台6線,公館國中~福德國小,21K+367~28K+038,平原區,6.7,10.6,東,3.5,0,1.7,"3,093 ","23,638 ","3,528 ","2,083 ",77 ,93 ,0 ,13 ,"1,262 ",551 ,11-12,0.52,,,
,,,,"N24'28'48.7""",,,,,,,西,3.5,0,1.7,"2,700 ","21,460 ","3,203 ","1,813 ",48 ,55 ,0 ,15 ,"1,272 ",,,,,,
苗栗縣,Ⅱ-74,竹木橋,30K+900,"E120'52'36.5""",台6線,福德國小~汶水,28K+038~31K+448,丘陵區,3.4,7.6,東,3.4,0,0.3 ,744 ,"2,873 ",845 ,353 ,50 ,8 ,0 ,0 ,434 ,154 ,13-14,0.52,,,
,,,,"N24'27'35.2""",,,,,,,西,3.4 ,0,0.3 ,646 ,"2,628 ",773 ,293 ,39 ,6 ,0 ,0 ,435 ,,,,,,
,,,,,,合計,,,31.5 ,,,,,,"107,582","383,624",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-75,勝光派出所,50K+200,"E121'20'20.3""",台7甲線,宜中縣界~梨山,45K+673~74K+217,山嶺區,28.5,5.8,北,5.0,0,0.4,735 ,"10,488 ",368 ,270 ,19 ,39 ,0 ,0 ,40 ,270 ,14-15,0.51,,,單車道雙向行駛
,,,,"N24'22'6.0""",,,,,,,南,0,0,0.4,706 ,"10,232 ",359 ,278 ,22 ,30 ,0 ,0 ,29 ,,,,,,
,,,,,,合計,,,28.5 ,,,,,,"1,441","20,720",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-76,東華國中,6K+800,E120'50'22.4'',台8線,東勢~大茅埔,0K+000~6K+900,丘陵區,6.9,10.4,東,3.6,0,1.5,"5,477 ","39,275 ","5,692 ","3,824 ",89 ,123 ,0 ,42 ,"1,614 ","1,110 ",15-16,0.50,,,
,,,,N24'12'14.6'',,,,,,,西,3.6,0,1.5,"5,640 ","39,537 ","5,730 ","3,846 ",90 ,157 ,0 ,52 ,"1,585 ",,,,,,
台中市,Ⅱ-77,南勢,16K+500,E120'53'2.5'',台8線,大茅埔~博愛,6K+900~25K+764,山嶺區,18.9,10.2,東,3.5,0,1.5,"5,124 ","58,306 ","3,085 ","2,233 ",116 ,101 ,0 ,9 ,626 ,"1,333 ",15-16,0.50,,,
,,,,N24'10'28.9'',,,,,,,西,3.5,0,1.5,"5,201 ","59,176 ","3,131 ","2,227 ",128 ,93 ,0 ,12 ,671 ,,,,,,
台中市,Ⅱ-78,谷關,33K+200,E121'00'2.3'',台8線,博愛~青山,25K+764~47K+796,山嶺區,22,8.8,東,3.6,0,0.7,"2,608 ","34,452 ","1,566 ","1,204 ",55 ,46 ,0 ,6 ,255 ,729 ,11-12,0.52,,,
,,,,N24'11'59.7'',,,,,,,西,3.6,0,0.7,"2,428 ","31,284 ","1,422 ","1,071 ",55 ,49 ,0 ,9 ,238 ,,,,,,
台中市,Ⅱ-79,佳陽,69K+000,E121'11'17.8'',台8線,青山~梨山,47K+796~81K+665,山嶺區,33.9,7.8,東,3.5,0,0.2,245 ,"4,373 ",129 ,103 ,0 ,16 ,0 ,0 ,10 ,114 ,11-12,0.61,,,
,,,,N24'15'38.9'',,,,,,,西,3.5,0,0.4,402 ,"6,780 ",200 ,163 ,0 ,27 ,0 ,2 ,8 ,,,,,,
台中市,Ⅱ-80,梨山,83K+500,E121'15'37.6'',台8線,梨山~大禹嶺,81K+665~111K+922,山嶺區,30.3,11.9,東,3.6,0,2.4,"2,187 ","42,662 ","1,408 ",790 ,13 ,83 ,0 ,0 ,522 ,404 ,13-14,0.54,,,
,,,,N24'15'25.8'',,,,,,,西,3.6,0,2.1,"1,838 ","37,027 ","1,222 ",671 ,10 ,60 ,0 ,0 ,481 ,,,,,,
,,,,,,合計,,,112.0 ,,,,,,"31,150","352,872",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-81,清水,2K+800,E120'33'42.8'',台10線,台中港~清水,0K+000~3K+200,平原區,3.2,42.2,東,"3.4,3.4,3.5",5.0,1.9,"9,646 ","29,565 ","9,239 ","6,792 ",71 ,170 ,1 ,411 ,"1,794 ","1,197 ",07-08,0.51,,,"快慢分隔,1車道"
,,,,N24'16'19.0'',,,,,,,西,"3.4,3.4,3.5",5.0,1.9,"9,508 ","27,875 ","8,711 ","6,481 ",64 ,222 ,1 ,537 ,"1,406 ","1,227 ",07-08,,,,"快慢分隔,1車道"
台中市,Ⅱ-82,台大加油站,6K+450,E120'34'54.3'',台10線,清水~西勢寮,3K+200~8K+039,丘陵區,4.8,40.3,東,"3.8,3.8,3.8",2.2,4.5,"27,678 ","125,784 ","26,205 ","21,265 ",277 ,445 ,6 ,463 ,"3,749 ","3,452 ",07-08,0.50,,,
,,,,N24'14'59.5'',,,,,,,西,"3.8,3.8,3.8",4.0,1.1,"28,197 ","127,066 ","26,472 ","21,583 ",205 ,461 ,5 ,536 ,"3,682 ","2,854 ",17-18,,,,"快慢分隔,1車道"
台中市,Ⅱ-83,香山村,11K+200,E120'37'35.2'',台10線,西勢寮~大雅,8K+039~13K+866,平原區,5.8,29.4,東,"3.5,3.5",2.0,4.8,"21,853 ","134,444 ","23,180 ","15,609 ",266 ,426 ,0 ,170 ,"6,709 ","2,530 ",07-08,0.50,,,
,,,,N24'14'32.1'',,,,,,,西,"3.5,3.5",2.2,4.2,"21,651 ","132,803 ","22,897 ","15,792 ",221 ,399 ,1 ,168 ,"6,316 ","2,215 ",07-08,,,,
台中市,Ⅱ-84,楓橋,15K+150,E120'39'22.2'',台10線,大雅~神岡,13K+866~18K+417,平原區,4.6,19,東,"3.4,3.5",0,2.5,"14,373 ","80,169 ","17,428 ","8,906 ",116 ,194 ,5 ,26 ,"8,181 ","1,496 ",07-08,0.50,,,
,,,,N24'13'48.8'',,,,,,,西,"3.4,3.5",0,2.5,"14,280 ","79,529 ","17,289 ","8,740 ",96 ,261 ,8 ,29 ,"8,155 ","1,702 ",17-18,,,,
台中市,Ⅱ-85,岸裡國小,20K+000,E120'41'47.0'',台10線,神岡~豐原,18K+417~21K+119,平原區,2.7,23.8,東,"3.5,3.5,3.2",0,0.7,"31,726 ","91,484 ","33,883 ","25,646 ",338 ,622 ,3 ,111 ,"7,163 ","2,611 ",17-18,0.51,,,
,,,,N24'14'54.6'',,,,,,,西,"3.5,3.4,3.1",0,0.8,"30,625 ","88,260 ","32,689 ","24,644 ",351 ,600 ,7 ,117 ,"6,970 ","2,933 ",07-08,,,,
,,,,,,合計,,,21.1 ,,,,,,"209,537","916,979",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-86,西勢寮,4K+500,E120'36'0.6'',台10乙線,清水~西勢寮,0K+000~5K+271,平原區,5.3,20,東,"3.3,3.5",0,1.7,"10,432 ","59,551 ","11,236 ","7,826 ",203 ,256 ,3 ,58 ,"2,890 ","1,161 ",17-18,0.57,,,
,,,,N24'15'21.6'',,,,,,,西,"3.3,5.2",0,0.2,"7,828 ","45,591 ","8,602 ","5,222 ",192 ,303 ,0 ,55 ,"2,830 ",860 ,07-08,,,,
,,,,,,合計,,,5.3 ,,,,,,"18,260","105,142",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-87,童綜合醫院,2K+000,E120'32'32.6'',台12線,台中港~沙鹿,0K+000~3K+513,平原區,3.5,44.3,東,"3.8,3.9,3.9",4.6,2.2,"13,760 ","49,091 ","14,026 ","10,777 ",236 ,210 ,2 ,151 ,"2,650 ","1,672 ",17-18,0.54,,,"快慢分隔,1車道"
,,,,N24'14'50.8'',,,,,,,西,"3.8,3.9,3.9",6.0,1.0,"15,914 ","57,092 ","16,312 ","12,491 ",218 ,185 ,2 ,183 ,"3,233 ","2,023 ",07-08,,,,"快慢分隔,1車道"
台中市,Ⅱ-88,竹林,4K+500,E120'33'53.3'',台12線,沙鹿~竹林,3K+513~4K+926,平原區,1.4,40.2,東,"3.5,3.5,3.4",4.8,1.2,"19,377 ","27,902 ","19,930 ","15,177 ",393 ,286 ,2 ,141 ,"3,931 ","2,288 ",07-08,0.51,,,"快慢分隔,1車道"
,,,,N24'14'21.5'',,,,,,,西,"3.5,3.5,3.4",4.0,2.0,"20,090 ","29,329 ","20,949 ","15,556 ",327 ,273 ,2 ,119 ,"4,672 ","2,389 ",07-08,,,,"快慢分隔,1車道"
台中市,Ⅱ-89,六路里,7K+550,E120'34'49.6'',台12線,竹林~坪頂,4K+926~11K+226,丘陵區,6.3,40.2,東,"3.7,3.7,3.1","3.2,1.7",1.0,"18,305 ","127,556 ","20,247 ","11,613 ",243 ,160 ,0 ,29 ,"8,202 ","1,842 ",07-08,0.50,,,"快慢分隔,2車道"
,,,,N24'12'57.7'',,,,,,,西,"3.7,3.7,3.1","3.2,1.7",1.0,"18,022 ","126,195 ","20,031 ","11,279 ",165 ,210 ,0 ,30 ,"8,347 ","1,572 ",17-18,,,,"快慢分隔,2車道"
台中市,Ⅱ-90,台中工業區,14K+300,E120'36'55.7'',台12線,坪頂~台中交流道,11K+226~16K+223,丘陵區,5,40.2,東,"3.8,3.7,3.2",5.5,0.7,"37,714 ","203,485 ","40,697 ","24,883 ",612 ,415 ,5 ,94 ,"14,688 ","2,891 ",07-08,0.52,,,"快慢分隔,1車道"
,,,,N24'10'58.2'',,,,,,,西,"3.7,3.7,3.1",5.7,0.7,"40,490 ","218,315 ","43,663 ","26,489 ",642 ,609 ,1 ,81 ,"15,841 ","3,186 ",17-18,,,,"快慢分隔,1車道"
台中市,Ⅱ-91,文心路口,18K+600,E120'39'0.3'',台12線,台中交流道~台1乙線交岔路口,16K+223~21K+512,平原區,5.3,50,東,"3.1,3.1,3.1,3.1","3.0,3.0",0.8,"53,509 ","308,741 ","58,253 ","38,876 ","1,139 ",154 ,0 ,15 ,"18,069 ","3,996 ",17-18,0.51,,,"快慢分隔,2車道"
,,,,N24'09'44.0'',,,,,,,西,"3.1,3.1,3.1,3.1","3.0,3.0",0.8,"55,273 ","322,611 ","60,870 ","38,406 ","1,229 ",175 ,0 ,8 ,"21,052 ","4,125 ",07-08,,,,"快慢分隔,2車道"
台中市,Ⅱ-92,三民路口,22K+350,E120'40'46.3'',台12線,台1乙線交岔路口~台中火車站,21K+512~23K+193,平原區,1.7,19.6,東,"3.3,4.0",0,2.2,"13,754 ","28,827 ","16,957 ","8,019 ",368 ,45 ,0 ,0 ,"8,525 ","1,078 ",17-18,0.60,,,
,,,,N24'08'32.2'',,,,,,,西,"3.3,3.5",0,3.1,"20,934 ","43,391 ","25,524 ","11,614 ","1,034 ",45 ,0 ,1 ,"12,830 ","1,623 ",17-18,,,,
,,,,,,合計,,,23.2 ,,,,,,"327,142","1,542,535",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,Ⅱ-93,大埔橋,4K+800,"E120'53'44.1""",台13線,竹苗縣界~大埔,0K+699~5K+000,平原區,4.3,22.8,北,"3.5,4.5",0,2.2,"8,657 ","41,848 ","9,732 ","6,026 ",112 ,207 ,11 ,39 ,"3,337 ","1,563 ",07-08,0.50,,,
,,,,"N24'42'30.4""",,,,,,,南,"3.5,4.5",0,2.2,"8,730 ","41,998 ","9,767 ","6,050 ",113 ,226 ,15 ,45 ,"3,318 ","1,011 ",17-18,,,,
苗栗縣,Ⅱ-94,竹南運動公園,7K+500,"E120'53'7.5""",台13線,大埔~竹南,5K+000~8K+281,平原區,3.3,22.2,北,"3.5,4.5",0,1.6,"8,661 ","32,188 ","9,754 ","6,263 ",36 ,197 ,2 ,37 ,"3,219 ","1,056 ",07-08,0.51,,,
,,,,"N24'41'22.8""",,,,,,,南,"3.5,4.5",0,1.6,"8,261 ","30,376 ","9,205 ","6,083 ",47 ,211 ,1 ,29 ,"2,834 ","1,017 ",07-08,,,,
苗栗縣,Ⅱ-95,中港溪橋,10K+000,"E120'52'54.1""",台13線,竹南~尖山國小,8K+281~11K+828,平原區,3.5,15.8,北,"3.4,4.0",0,0.4 ,"3,395 ","13,041 ","3,726 ","2,150 ",168 ,98 ,0 ,25 ,"1,285 ",551 ,07-08,0.78,,,
,,,,"N24'40'1.1""",,,,,,,南,"3.4,4.0",0,0.4 ,"11,233 ","47,086 ","13,453 ","6,989 ",180 ,128 ,1 ,36 ,"6,119 ","1,080 ",07-08,,,,
苗栗縣,Ⅱ-96,尖豐橋,13K+300,"E120'52'58.0""",台13線,尖山國小~大坪,11K+828~15K+674,平原區,3.8,18.4,北,"3.5,4.0",0,1.6,"5,249 ","22,678 ","5,968 ","3,637 ",97 ,70 ,0 ,26 ,"2,138 ",792 ,07-08,0.52,,,
,,,,"N24'38'24.8""",,,,,,,南,"3.5,4.0",0,1.6,"4,884 ","21,208 ","5,581 ","3,390 ",83 ,62 ,0 ,20 ,"2,026 ",470 ,17-18,,,,
苗栗縣,Ⅱ-97,老田寮橋,21K+200,"E120'52'51.8""",台13線,大坪~頭屋,15K+674~23K+397,平原區,7.7,14.8,北,3.8,0,3.0,"3,699 ","29,722 ","3,860 ","2,767 ",142 ,93 ,0 ,13 ,845 ,704 ,15-16,0.51,,,
,,,,"N24'35'8.0""",,,,,,,南,4.0,0,3.8,"3,474 ","28,682 ","3,725 ","2,639 ",82 ,79 ,0 ,20 ,905 ,,,,,,
苗栗縣,Ⅱ-98,頭屋大橋,25K+400,"E120'50'41.2""",台13線,頭屋~苗栗,23K+397~31K+370,平原區,8,14.8,北,"3.3,3.3",0,0.4,"9,993 ","86,544 ","10,818 ","8,006 ",106 ,176 ,1 ,18 ,"2,511 ","1,195 ",07-08,0.50,,,分離2車道
,,,,"N24'34'28.9""",,,,,,,南,"3.3,3.3",0,0.4,"10,027 ","87,776 ","10,972 ","7,904 ",139 ,125 ,0 ,18 ,"2,786 ",975 ,17-18,,,,分離2車道
苗栗縣,Ⅱ-99,陽明山莊,33K+000,"E120'48'26.3""",台13線,苗栗~三座厝,31K+370~37K+445,平原區,6.1,18,北,"3.5,3.5",0,1.9,"5,158 ","36,386 ","5,965 ","3,676 ",55 ,57 ,0 ,3 ,"2,174 ",542 ,17-18,0.51,,,
