一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 資 料 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第二區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
,,,,"N24'32'8.1""",,,,,,,南,"3.5,3.5",0,1.9,"4,932 ","34,929 ","5,726 ","3,410 ",76 ,58 ,0 ,5 ,"2,177 ",544 ,07-08,,,,
苗栗縣,Ⅱ-I00,銅鑼外環道,38K+000,"E120'46'57.4""",台13線,三座厝~銅鑼,37K+445~38K+144,平原區,0.7,20,北,"3.5,3.5",0,1.5,"2,411 ","1,844 ","2,634 ","1,866 ",11 ,49 ,0 ,12 ,696 ,286 ,17-18,0.52,,,
,,,,"N24'29'58.6""",,,,,,,南,"3.5,3.5",0,1.5,"2,592 ","2,008 ","2,868 ","1,902 ",6 ,49 ,0 ,25 ,886 ,293 ,07-08,,,,
苗栗縣,Ⅱ-I01,三義礦業,43K+900,"E120'46'45.1""",台13線,銅鑼~三義,38K+144~46K+906,丘陵區,8.8,10.6,北,3.7 ,0,1.5,"4,896 ","43,208 ","4,910 ","3,734 ",73 ,108 ,0 ,27 ,968 ,957 ,14-15,0.51,,,
,,,,"N24'26'49.7""",,,,,,,南,3.7 ,0,1.5,"4,773 ","41,774 ","4,747 ","3,423 ",66 ,119 ,1 ,49 ,"1,089 ",,,,,,
苗栗縣,Ⅱ-I02,三義二橋,47K+800,"E120'46'17.0""",台13線,三義~三義交流道,46K+906~50K+000,丘陵區,3.1,13.8,北,3.5,0,3.8,"8,326 ","29,233 ","9,430 ","5,736 ",64 ,136 ,0 ,54 ,"3,440 ","1,483 ",07-08,0.50,,,
,,,,"N24'24'45.1""",,,,,,,南,3.5,0,2.6,"8,285 ","29,149 ","9,403 ","5,723 ",52 ,145 ,1 ,50 ,"3,432 ",,,,,,
苗栗縣,Ⅱ-I03,三義交流道,50K+300,"E120'45'30.0""",台13線,三義交流道~伯公坑,50K+000~54K+068,丘陵區,4.1,20.2,北,"3.6,3.6",0,2.8,"8,910 ","36,843 ","8,986 ","7,321 ",92 ,163 ,0 ,53 ,"1,357 ","1,130 ",11-12,0.50,,,
,,,,"N24'23'40.9""",,,,,,,南,"3.6,3.6",0,2.8,"8,677 ","36,691 ","8,949 ","6,847 ",74 ,150 ,1 ,57 ,"1,820 ","1,137 ",07-08,,,,
苗栗縣,Ⅱ-I04,新義里大橋,56K+100,"E120'44'3.7""",台13線,伯公坑~苗中縣界,54K+068~57K+021,丘陵區,3,18.4,北,"3.4,3.4",0,1.5,"6,015 ","17,439 ","5,813 ","4,351 ",40 ,164 ,0 ,114 ,"1,144 ",604 ,07-08,0.50,,,
,,,,"N24'20'59.1""",,,,,,,南,"3.4,3.4",0,1.5,"6,049 ","17,553 ","5,851 ","4,347 ",52 ,183 ,1 ,106 ,"1,162 ",648 ,17-18,,,,
台中市,Ⅱ-I05,后豐大橋,64K+200,E120'43'20.9'',台13線,苗中縣界~大湳,57K+021~65K+891,丘陵區,8.9,40.5,北,"3.4,3.5,3.4",3.7,0.6,"25,377 ","225,010 ","25,282 ","15,109 ",191 ,579 ,5 ,494 ,"8,904 ","3,327 ",07-08,0.51,,,
,,,,N24'17'1.9'',,,,,,,南,"3.5,3.5,3.5,3.5,4.4",2.7,2.3,"26,214 ","232,370 ","26,109 ","15,999 ",206 ,514 ,8 ,504 ,"8,878 ","2,994 ",07-08,,,,
台中市,Ⅱ-I06,豐原,66K+000,E120'43'14.1'',台13線,大湳~豐原,65K+891~69K+609,平原區,3.7,18.4,北,"3.4,3.5",0,2.2,"17,393 ","76,620 ","20,708 ","11,129 ",246 ,240 ,1 ,32 ,"9,060 ","2,124 ",07-08,0.50,,,
,,,,N24'16'2.1'',,,,,,,南,"3.4,3.5",0,2.2,"17,607 ","76,520 ","20,681 ","11,698 ",180 ,282 ,1 ,42 ,"8,478 ","1,848 ",18-19,,,,
,,,,,,合計,,,69.0 ,,,,,,"243,878","1,420,724",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,Ⅱ-I07,竹南國中,1K+100,"E120'52'35.4""",台13甲線,竹南~竹南真如路,0K+000~2K+457,平原區,2.5,30,北,"3.5,3.5",2.0 ,4.3 ,"10,730 ","28,585 ","11,434 ","8,455 ",35 ,138 ,0 ,22 ,"2,784 ","1,290 ",07-08,0.52,,,
,,,,"N24'41'33.9""",,,,,,,南,"3.5,3.5",2.0,4.3,"9,882 ","26,158 ","10,463 ","7,954 ",40 ,134 ,0 ,14 ,"2,321 ","1,206 ",17-18,,,,
苗栗縣,Ⅱ-I08,德照橋,4K+800,"E120'52'0.4""",台13甲線,竹南真如路~談文,2K+457~5K+300,平原區,2.8,19.2,北,"3.5,3.5",0,1.8,"6,511 ","18,497 ","6,606 ","4,690 ",58 ,213 ,5 ,173 ,"1,467 ",809 ,07-08,0.51,,,
,,,,"N24'39'44.5""",,,,,,,南,"3.5,3.5",0,1.8,"6,460 ","18,889 ","6,746 ","4,797 ",44 ,208 ,2 ,109 ,"1,586 ",759 ,07-08,,,,
苗栗縣,Ⅱ-I09,造橋加油站,8K+700,"E120'52'18.3""",台13甲線,談文~豐富,5K+300~11K+452,平原區,6.2,16.8,北,"3.5,3.5",0,1.0 ,"8,156 ","52,818 ","8,519 ","6,229 ",75 ,150 ,4 ,142 ,"1,919 ","1,102 ",07-08,0.51,,,
,,,,"N24'37'51.3""",,,,,,,南,"3.5,3.5",0,1.6 ,"8,496 ","55,633 ","8,973 ","6,595 ",71 ,153 ,2 ,111 ,"2,041 ",926 ,17-18,,,,
苗栗縣,Ⅱ-I10,北勢,13K+400,"E120'49'42.6""",台13甲線,豐富~北勢,11K+452~14K+812,平原區,3.4,14.4,北,"3.2,3.2",0,0.6,"9,437 ","33,823 ","9,948 ","7,129 ",121 ,227 ,4 ,122 ,"2,345 ","1,155 ",07-08,0.52,,,
,,,,"N24'35'58.6""",,,,,,,南,"3.3,3.3",0,0.6,"10,334 ","37,179 ","10,935 ","7,952 ",168 ,177 ,2 ,115 ,"2,521 ","1,032 ",17-18,,,,
,,,,,,合計,,,14.9 ,,,,,,"70,006","271,582",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化縣,Ⅱ-I11,大竹橋,1K+200,"E120'34'38.2""",台14線,彰化~台14丙線交岔路口,0K+000~4K+120,平原區,4.1,25.2,東,"3.4,3.3",2.0,3.6,"20,574 ","96,350 ","23,500 ","12,935 ",109 ,128 ,0 ,23 ,"10,305 ","1,800 ",17-18,0.50,,,
,,,,"N24'05'8.1""",,,,,,,西,"3.4,3.3",2.0,2.1,"20,637 ","96,891 ","23,632 ","12,933 ",109 ,110 ,0 ,17 ,"10,463 ","1,868 ",17-18,,,,
彰化縣,Ⅱ-I12,上快官橋,6K+950,"E120'37'6.3""",台14線,台14丙線交岔路口~社口,4K+120~11K+890,平原區,7.8,25.2,東,"3.5,3.5",2.0,3.4,"7,311 ","57,775 ","7,407 ","5,091 ",101 ,131 ,2 ,177 ,"1,905 ",813 ,17-18,0.51,36 ,145 ,"（平日）自行車車輛數(輛/日)：36
（假日）自行車車輛數(輛/日)：145"
,,,,"N24'03'30.9""",,,,,,,西,"3.5,3.5",2.0,2.1,"7,649 ","59,912 ","7,681 ","5,312 ",167 ,143 ,0 ,187 ,"1,872 ","1,039 ",07-08,,45 ,202 ,"（平日）自行車車輛數(輛/日)：45
（假日）自行車車輛數(輛/日)：202"
南投縣,Ⅱ-I13,芬草橋,14K+450,"E120'38'58.8""",台14線,社口~草屯交流道,11K+890~15K+000,平原區,3.1,26.4,東,"3.6,3.8",2.6,2.4,"8,466 ","26,706 ","8,615 ","6,485 ",210 ,204 ,2 ,67 ,"1,647 ",825 ,07-08,0.50,,,
,,,,"N24'00'28.7""",,,,,,,西,"3.6,3.6",2.6,2.4,"8,516 ","26,868 ","8,667 ","6,597 ",208 ,170 ,3 ,70 ,"1,619 ",844 ,17-18,,,,
南投縣,Ⅱ-I14,草屯交流道,15K+800,"E120'39'32.3""",台14線,草屯交流道~台63線交岔路口,15K+000~16K+500,平原區,1.5,26.4,東,"3.6,3.5",2.6,2.4,"14,308 ","21,900 ","14,600 ","11,490 ",238 ,336 ,0 ,79 ,"2,457 ","1,411 ",17-18,0.51,,,
,,,,"N23'59'59.0""",,,,,,,西,"3.6,3.6",2.6,2.4,"13,745 ","20,829 ","13,886 ","10,833 ",306 ,366 ,2 ,101 ,"2,278 ","1,403 ",07-08,,,,
南投縣,Ⅱ-I15,新庄橋,16K+800,"E120'39'58.5""",台14線,台63線交岔路口~草屯,16K+500~19K+440,平原區,2.9,25.5,東,"3.6,3.5",2.6,2.4,"10,091 ","30,876 ","10,647 ","7,830 ",130 ,191 ,0 ,14 ,"2,482 ",851 ,17-18,0.51,,,
,,,,"N23'59'35.6""",,,,,,,西,"3.6,3.5",2.6,2.4,"9,825 ","29,780 ","10,269 ","7,685 ",136 ,180 ,2 ,32 ,"2,234 ",900 ,16-17,,,,
南投縣,Ⅱ-I16,南埔,23K+350,"E120'43'22.3""",台14線,草屯~土城,19K+440~26K+526,平原區,7.1,18.2,東,"3.5,3.5",0,2.0,"6,916 ","52,370 ","7,376 ","5,375 ",180 ,131 ,2 ,23 ,"1,665 ",675 ,07-08,0.52,,,
,,,,"N23'58'46.8""",,,,,,,西,"3.5,3.5",0,2.0,"6,564 ","49,238 ","6,935 ","5,063 ",177 ,184 ,4 ,18 ,"1,489 ",835 ,16-17,,,,
南投縣,Ⅱ-I17,雙冬橋,29K+500,"E120'46'47.5""",台14線,土城~雙冬,26K+526~30K+083,丘陵區,3.6,15.8,東,"3.4,3.7",0,0.6,"3,616 ","13,586 ","3,774 ","2,417 ",145 ,64 ,1 ,20 ,"1,127 ",368 ,17-18,0.51,10 ,59 ,自行車車輛數(輛/日)：35
,,,,"N23'59'0.5""",,,,,,,西,"3.4,4.1",0,0.4,"3,877 ","14,234 ","3,954 ","2,489 ",164 ,124 ,6 ,18 ,"1,153 ",763 ,16-17,,15 ,59 ,自行車車輛數(輛/日)：37
南投縣,Ⅱ-I18,國姓交流道,35K+800,"E120'49'12.6""",台14線,雙冬~龜溝,30K+083~37K+011,丘陵區,6.9,20.4,東,"3.5,3.5",0,2.5,"5,322 ","37,536 ","5,440 ","4,110 ",162 ,80 ,0 ,17 ,"1,071 ",597 ,12-13,0.51,,,
,,,,"N24'00'55.8""",,,,,,,西,"3.5,3.5",0,2.0,"5,134 ","36,191 ","5,245 ","3,937 ",204 ,62 ,1 ,8 ,"1,033 ","1,030 ",17-18,,,,
南投縣,Ⅱ-I19,國姓鄉,39K+500,"E120'50'47.3""",台14線,龜溝~北山坑,37K+011~44K+000,丘陵區,7,16,東,"3.6,3.3",0,1.0,"3,138 ","23,212 ","3,316 ","2,049 ",111 ,89 ,0 ,11 ,"1,056 ",402 ,09-10,0.52,,,
,,,,"N24'01'14.2""",,,,,,,西,"3.6,3.3",0,0.9,"3,308 ","24,738 ","3,534 ","2,198 ",117 ,94 ,0 ,3 ,"1,122 ",582 ,16-17,,,,
南投縣,Ⅱ-I20,大石村,44K+300,"E120'51'47.5""",台14線,北山坑~南平山,44K+000~50K+558,丘陵區,6.6,17.9,東,"3.6,3.6",0,0.8,"3,263 ","22,427 ","3,398 ","2,087 ",171 ,76 ,0 ,10 ,"1,054 ",396 ,10-11,0.53,,,
,,,,"N23'59'6.5""",,,,,,,西,"3.6,3.6",0,0.8,"2,821 ","19,833 ","3,005 ","1,913 ",110 ,55 ,0 ,5 ,922 ,483 ,16-17,,,,
南投縣,Ⅱ-I21,里程牌,51K+400,"E120'55'28.4""",台14線,南平山~國道六號愛蘭交流道,50K+558~51K+700,丘陵區,1.1,18.6,東,"3.5,3.7",0,1.2,"4,138 ","4,583 ","4,166 ","2,639 ",160 ,124 ,1 ,41 ,"1,201 ",456 ,11-12,0.50,,,
,,,,"N23'58'28.4""",,,,,,,西,"3.5,3.5",0,1.3,"4,123 ","4,604 ","4,185 ","2,570 ",155 ,108 ,2 ,47 ,"1,303 ",671 ,16-17,,,,
南投縣,Ⅱ-I22,里程牌,51K+800,"E120'55'39.4""",台14線,國道六號愛蘭交流道~埔里,51K+700~57K+390,丘陵區,5.7,18.2,東,"3.5,3.5",0,0.2,"13,518 ","72,173 ","12,662 ","10,601 ",539 ,262 ,22 ,105 ,"1,133 ","1,881 ",11-12,0.51,17 ,82 ,自行車車輛數(輛/日)；50
,,,,"N23'58'18.0""",,,,,,,西,"3.5,3.5",0,0.5,"12,858 ","68,913 ","12,090 ","9,968 ",542 ,236 ,21 ,99 ,"1,224 ","2,090 ",15-16,,18 ,45 ,自行車車輛數(輛/日)；32
南投縣,Ⅱ-I23,里程牌,59K+050,"E120'59'24.8""",台14線,埔里~國道六號霧社交流道,57K+390~59K+150,山嶺區,1.8,14.8,東,"3.2,3.4",0,0.7,"10,975 ","13,230 ","7,350 ","5,329 ",98 ,156 ,12 ,21 ,"1,734 ","1,317 ",07-08,0.50,,,
,,,,"N23'58'40.8""",,,,,,,西,"3.3,3.4",0,0.6,"10,982 ","13,284 ","7,380 ","5,313 ",83 ,192 ,2 ,18 ,"1,772 ","1,244 ",17-18,,,,
南投縣,Ⅱ-I24,埔里榮民醫院,59K+550,"E120'59'42.3""",台14線,國道六號霧社交流道~霧社,59K+150~80K+374,山嶺區,21.2,15.3,東,"3.2,3.2",0,1.0,"13,049 ","171,190 ","8,075 ","6,120 ",132 ,242 ,17 ,115 ,"1,449 ","1,592 ",10-11,0.50,,,
,,,,"N23'58'43.8""",,,,,,,西,"3.5,3.5",0,0.7,"12,546 ","169,091 ","7,976 ","6,164 ",124 ,192 ,0 ,90 ,"1,406 ","2,004 ",16-17,,,,
南投縣,Ⅱ-I25,春陽村,82K+900,"E121'09'0.8""",台14線,霧社~廬山,80K+374~99K+021,山嶺區,18.6,9.2,東,4.0,0,0.6,"1,870 ","24,496 ","1,317 ",850 ,26 ,6 ,0 ,0 ,435 ,438 ,12-13,0.50,,,
,,,,"N24'01'37.3""",,,,,,,西,3.5,0,0.9,"1,908 ","24,905 ","1,339 ",914 ,17 ,11 ,0 ,0 ,397 ,,,,,,
,,,,,,合計,,,99.0 ,,,,,,"251,048","1,327,721",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-I26,幼獅定遠新村,7K+600,"E121'09'25.4""",台14甲線,霧社~松雪樓,0K+000~32K+975,山嶺區,33,7,東,3.0,0,0.4,"7,045 ","146,091 ","4,427 ","3,763 ",93 ,91 ,0 ,0 ,480 ,"2,063 ",12-13,0.52,,,
,,,,"N24'02'39.7""",,,,,,,西,2.8,0,0.6,"6,493 ","136,620 ","4,140 ","3,530 ",80 ,67 ,0 ,0 ,463 ,,,,,,
,,,,,,合計,,,33.0 ,,,,,,"13,538","282,711",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-I27,碧興橋,4K+050,"E120'39'12.0""",台14乙線,芬園~台76線交岔路口,0K+000~6K+900,平原區,6.9,25.2,東,"3.6,4.1",2.1,1.5,"8,020 ","58,077 ","8,417 ","6,287 ",45 ,170 ,0 ,30 ,"1,885 ","1,072 ",07-08,0.52,,,
,,,,"N23'58'46.9""",,,,,,,西,"3.7,3.7,3.6",0,0.5,"7,031 ","52,820 ","7,655 ","5,421 ",36 ,183 ,0 ,30 ,"1,985 ",924 ,07-08,,,,
南投縣,Ⅱ-I28,阿法庄,7K+200,"E120'39'40.8""",台14乙線,台76線交岔路口~阿法庄,6K+900~7K+469,平原區,0.6,27.2,東,"3.6,3.5",2.1,3.2,"8,637 ","5,173 ","8,621 ","7,288 ",24 ,311 ,1 ,63 ,934 ,"1,031 ",07-08,0.52,,,
,,,,"N23'57'14.3""",,,,,,,西,"3.6,3.5",2.0,3.0,"7,910 ","4,703 ","7,839 ","6,286 ",44 ,340 ,0 ,100 ,"1,069 ",879 ,17-18,,,,
南投縣,Ⅱ-I29,內轆橋,12K+500,"E120'41'49.1""",台14乙線,阿法庄~內興,7K+469~14K+006,平原區,6.5,12,東,4.1,0,1.8,"8,394 ","64,259 ","9,886 ","6,175 ",184 ,55 ,0 ,2 ,"3,470 ","1,474 ",17-18,0.51,,,
,,,,"N23'56'32.2""",,,,,,,西,4.1,0,1.8,"7,933 ","61,588 ","9,475 ","5,723 ",183 ,38 ,0 ,1 ,"3,530 ",,,,,,
南投縣,Ⅱ-I30,軍功橋,16K+400,"E120'41'40.5""",台14乙線,內興~南投,14K+006~18K+029,平原區,4,23,東,"3.5,3.5",2.0,2.4,"9,905 ","43,508 ","10,877 ","6,869 ",190 ,91 ,0 ,2 ,"3,725 ","1,023 ",07-08,0.51,,,
,,,,"N23'54'43.0""",,,,,,,西,"3.5,3.5",2.0,2.4,"10,451 ","45,640 ","11,410 ","7,341 ",218 ,100 ,0 ,3 ,"3,748 ","1,049 ",17-18,,,,
,,,,,,合計,,,18.0 ,,,,,,"68,281","335,768",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化縣,Ⅱ-I31,里程牌,1K+550,"E120'35'38.9""",台14丙線,台1丙線交岔路口~台74甲線交岔路口,0K+000~1K+991,平原區,2,24.2,東,"3.5,3.5",1.9,2.8,"12,670 ","25,522 ","12,761 ","9,891 ",44 ,501 ,3 ,142 ,"2,180 ","1,350 ",07-08,0.50,,,
,,,,"N24'05'16.2""",,,,,,,西,"3.5,3.5",1.9,2.8,"12,399 ","25,072 ","12,536 ","9,833 ",37 ,401 ,3 ,137 ,"2,125 ","1,299 ",17-18,,,,
彰化縣,Ⅱ-I32,里程牌,2K+150,"E120'35'59.9""",台14丙線,台74甲線交岔路口~外快官,1K+991~3K+042,平原區,1.1,25.8,東,"3.5,3.5",2.0,2.8,"7,580 ","8,148 ","7,407 ","5,529 ",57 ,305 ,3 ,191 ,"1,322 ",854 ,17-18,0.50,,,
,,,,"N24'05'4.2""",,,,,,,西,"3.5,3.5,3.3",0,1.8,"7,540 ","8,238 ","7,489 ","5,636 ",49 ,305 ,5 ,192 ,"1,302 ","1,058 ",07-08,,,,
,,,,,,合計,,,3.1 ,,,,,,"40,189","66,980",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-I33,土豆寮橋,0K+210,"E120'37'54.6""",台14丁線,芬園~縣庄,0K+000~3K+500,平原區,3.5,23,東,"3.3,3.3",2.0,1.2,"1,180 ","4,557 ","1,302 ",786 ,3 ,32 ,0 ,2 ,479 ,184 ,07-08,0.55,,,
,,,,"N24'00'43.9""",,,,,,,西,"3.3,3.3",2.0,1.2,"1,430 ","5,558 ","1,588 ",992 ,3 ,20 ,1 ,0 ,572 ,184 ,17-18,,,,
南投縣,Ⅱ-I34,寶山國小,3K+800,"E120'38'34.5""",台14丁線,縣庄~苦苓腳,3K+500~10K+051,平原區,6.6,14.1,東,3.6,1.6,2.1,"2,585 ","20,374 ","3,087 ","1,888 ",13 ,47 ,0 ,3 ,"1,136 ",677 ,07-08,0.51,,,
,,,,"N23'59'4.4""",,,,,,,西,3.6,1.6,1.4,"2,506 ","19,589 ","2,968 ","1,827 ",29 ,38 ,1 ,2 ,"1,071 ",,,,,,
,,,,,,合計,,,10.1 ,,,,,,"7,701","50,078",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-I35,隘寮二號橋,2K+900,"E120'44'7.0""",台16線,名間~集集,0K+000~6K+881,丘陵區,6.9,20.1,東,"3.7,3.8",0,1.1,"9,005 ","53,579 ","7,765 ","6,504 ",125 ,131 ,0 ,315 ,690 ,861 ,10-11,0.50,,,
,,,,"N23'49'59.6""",,,,,,,西,"3.7,3.5",0,1.5,"8,870 ","52,882 ","7,664 ","6,434 ",177 ,140 ,0 ,285 ,628 ,"1,282 ",16-17,,,,
南投縣,Ⅱ-I36,集集,9K+200,"E120'47'37.0""",台16線,集集~頂崁,6K+881~24K+370,丘陵區,17.5,23.3,東,"3.5,4.5",0,2.2,"9,331 ","135,135 ","7,722 ","6,375 ",157 ,148 ,0 ,391 ,651 ,936 ,11-12,0.51,13 ,43 ,自行車車輛數(輛/日)：28
,,,,"N23'49'17.2""",,,,,,,西,"3.5,4.5",0,2.5,"8,863 ","129,098 ","7,377 ","6,173 ",199 ,125 ,0 ,344 ,536 ,"1,272 ",16-17,,21 ,74 ,自行車車輛數(輛/日)：48
南投縣,Ⅱ-I37,民和,26K+800,"E120'55'21.1""",台16線,頂崁~合流坪,24K+370~40K+791,丘陵區,16.4,7.9,東,3.3,0,0.6,"1,094 ","20,500 ","1,250 ",873 ,5 ,8 ,0 ,0 ,364 ,201 ,14-15,0.54,,,
,,,,"N23'47'50.0""",,,,,,,西,3.2,0,0.6,941 ,"17,679 ","1,078 ",748 ,5 ,6 ,0 ,0 ,319 ,,,,,,
,,,,,,合計,,,40.8 ,,,,,,"38,104","408,873",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-I38,鎮平橋,4K+550,E120'33'12.6'',台17線,甲南~清水,0K+000~6K+967,平原區,7,34.2,北,"3.7,3.9",4.7,1.0,"14,168 ","67,543 ","9,649 ","6,167 ",102 ,482 ,17 ,"2,199 ",682 ,"1,221 ",10-11,0.52,,,
,,,,N24'17'39.7'',,,,,,,南,"4.2,3.9",4.5,1.1,"15,314 ","72,422 ","10,346 ","6,580 ",108 ,567 ,41 ,"2,375 ",675 ,"1,486 ",07-08,,,,
台中市,Ⅱ-I39,台中港,8K+450,E120'31'51.2'',台17線,清水~梧棲,6K+967~10K+201,平原區,3.2,40.2,北,"3.6,3.6,3.7",4.7,1.0,"8,812 ","17,488 ","5,465 ","2,934 ",54 ,186 ,5 ,"1,697 ",589 ,984 ,10-11,0.54,,,"快慢分隔,1車道"
,,,,N24'16'8.0'',,,,,,,南,"3.6,3.6,3.7",4.7,1.0,"7,558 ","15,107 ","4,721 ","2,594 ",57 ,140 ,4 ,"1,438 ",488 ,917 ,10-11,,,,"快慢分隔,1車道"
台中市,Ⅱ-I40,臨港一號橋,13K+050,E120'30'50.6,台17線,梧棲~臨港二號橋,10K+201~15K+457,平原區,5.3,38.6,北,"3.8,3.8,3.9",3.6,0.6,"11,385 ","38,372 ","7,240 ","3,291 ",17 ,268 ,20 ,"2,198 ","1,446 ","1,383 ",16-17,0.59,23 ,24 ,"快慢分隔,1車道；
（平日）自行車車輛數(輛/日)：23
（假日）自行車車輛數(輛/日)：24"
,,,,N24'13'47.4'',,,,,,,南,"3.7,3.7,4.1",3.8,1.2,"7,931 ","26,267 ","4,956 ","2,475 ",6 ,221 ,28 ,"1,510 ",716 ,756 ,08-09,,14 ,29 ,"快慢分隔,1車道；
（平日）自行車車輛數(輛/日)：14
（假日）自行車車輛數(輛/日)：29"
台中市,Ⅱ-I41,中彰大橋,18K+000,E120'30'37.0'',台17線,臨港二號橋~中彰縣界,15K+457~18K+956,平原區,3.5,14,北,4.0,2.5,0.2,"11,234 ","27,216 ","7,776 ","4,256 ",10 ,252 ,10 ,"1,920 ","1,328 ","2,160 ",07-08,0.52,,,
,,,,N24'11'34.6'',,,,,,,南,4.0,2.5,0.2,"9,891 ","25,256 ","7,216 ","4,074 ",14 ,298 ,16 ,"1,495 ","1,319 ",,,,,,
彰化縣,Ⅱ-I42,里程牌,20K+900,"E120'29'37.1""",台17線,中彰縣界~134線交岔路口,18K+956~21K+708,平原區,2.8,20.9,北,"3.5,3.5",0,3.5,"4,322 ","12,748 ","4,553 ","2,675 ",11 ,158 ,8 ,145 ,"1,556 ",519 ,07-08,0.50,,,
,,,,"N24'10'17.2""",,,,,,,南,"3.5,3.5",0,3.2,"4,461 ","12,720 ","4,543 ","2,555 ",13 ,134 ,13 ,229 ,"1,599 ",524 ,17-18,,,,
彰化縣,Ⅱ-I43,番雅溝橋,28K+000,"E120'27'25.9""",台17線,134線交岔路口~草港,21K+708~28K+696,平原區,7,17.7,北,"3.5,3.5",0,0.9,"4,355 ","35,014 ","5,002 ","2,891 ",43 ,138 ,0 ,14 ,"1,916 ",612 ,07-08,0.51,21 ,31 ,"（平日）自行車車輛數(輛/日)：21
（假日）自行車車輛數(輛/日)：31"
,,,,"N24'07'10.7""",,,,,,,南,"3.5,3.5",0,0.9,"4,527 ","35,742 ","5,106 ","3,046 ",35 ,170 ,0 ,25 ,"1,830 ",667 ,07-08,,28 ,44 ,"（平日）自行車車輛數(輛/日)：28
（假日）自行車車輛數(輛/日)：44"
彰化縣,Ⅱ-I44,里程牌,34K+600,"E120'26'02""",台17線,草港~鹿港,28K+696~38K+300,平原區,9.6,31.8,北,"3.5,3.5",1.8,2.0,"7,715 ","79,459 ","8,277 ","5,248 ",17 ,243 ,0 ,60 ,"2,709 ","1,213 ",17-18,0.53,,,
,,,,"N24'04'15.2""",,,,,,,南,"3.5,3.5",1.8,2.0,"8,470 ","89,126 ","9,284 ","5,472 ",14 ,231 ,1 ,57 ,"3,509 ","2,309 ",07-08,,,,
彰化縣,Ⅱ-I45,鹿港,39K+050,"E120'25'7.6""",台17線,鹿港~漢寶,38K+300~44K+714,平原區,6.4,18.7,北,"3.6,3.5",0,1.2,"4,971 ","34,643 ","5,413 ","3,191 ",8 ,277 ,4 ,75 ,"1,858 ","1,166 ",07-08,0.57,,,
,,,,"N24'03'17.0""",,,,,,,南,"3.6,3.5",0,1.2,"3,984 ","26,362 ","4,119 ","2,686 ",7 ,250 ,2 ,84 ,"1,090 ",400 ,08-09,,,,
彰化縣,Ⅱ-I46,里程牌,45K+500,"E120'23'6.2""",台17線,漢寶~王功,44K+714~51K+830,平原區,7.1,19.6,北,"3.5,3.6",0,1.8,"2,229 ","17,288 ","2,435 ","1,562 ",12 ,67 ,1 ,29 ,764 ,285 ,07-08,0.51,,,
,,,,"N24'00'44.9""",,,,,,,南,"3.5,3.6",0,1.6,"2,376 ","18,062 ","2,544 ","1,707 ",13 ,68 ,0 ,39 ,717 ,260 ,17-18,,,,
彰化縣,Ⅱ-I47,里程牌,58K+000,"E120'19'18.4""",台17線,王功~西港,51K+830~64K+000,平原區,12.2,25,北,"3.5,3.7",2.0,2.1,"6,968 ","61,439 ","5,036 ","3,486 ",31 ,262 ,14 ,926 ,317 ,800 ,16-17,0.55,,,
,,,,"N23'55'20.8""",,,,,,,南,"3.7,3.5",2.0,2.1,"6,032 ","51,142 ","4,192 ","2,772 ",18 ,249 ,17 ,875 ,261 ,709 ,10-11,,,,
彰化縣,Ⅱ-I48,里程牌,64K+400,"E120'17'38.4""",台17線,西港~彰雲縣界,64K+000~68K+674,平原區,4.7,18.1,北,"3.6,3.5",0,0.8,"6,707 ","22,645 ","4,818 ","3,256 ",19 ,253 ,7 ,938 ,345 ,772 ,17-18,0.52,,,
,,,,"N23'52'16.2""",,,,,,,南,"3.6,3.5",0,0.8,"6,276 ","20,807 ","4,427 ","2,932 ",26 ,223 ,29 ,897 ,320 ,676 ,10-11,,,,
,,,,,,合計,,,68.8 ,,,,,,"159,686","806,868",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
